s,x,y,kappa,n_l,n_r
28.1,-1.111,3.189,0.431,0.393,0.48
28.15,-1.122,3.14,0.393,0.391,0.475
28.2,-1.133,3.091,0.36,0.389,0.469
28.25,-1.142,3.042,0.331,0.386,0.464
28.3,-1.151,2.993,0.307,0.383,0.458
28.35,-1.159,2.944,0.287,0.38,0.453
28.4,-1.167,2.894,0.27,0.378,0.447
28.45,-1.174,2.845,0.256,0.375,0.442
28.5,-1.18,2.795,0.244,0.372,0.438
28.55,-1.185,2.746,0.236,0.37,0.433
28.6,-1.19,2.696,0.229,0.368,0.43
28.65,-1.195,2.646,0.223,0.366,0.426
28.7,-1.198,2.596,0.219,0.365,0.423
28.75,-1.202,2.546,0.216,0.364,0.421
28.8,-1.204,2.496,0.214,0.364,0.419
28.85,-1.207,2.446,0.212,0.364,0.418
28.9,-1.208,2.396,0.21,0.364,0.417
28.95,-1.209,2.346,0.209,0.365,0.417
29.0,-1.21,2.296,0.207,0.367,0.417
29.05,-1.21,2.246,0.205,0.369,0.417
29.1,-1.21,2.196,0.202,0.372,0.418
29.15,-1.209,2.146,0.198,0.375,0.42
29.2,-1.208,2.096,0.194,0.378,0.421
29.25,-1.206,2.046,0.188,0.382,0.423
29.3,-1.203,1.996,0.181,0.387,0.426
29.35,-1.2,1.947,0.173,0.391,0.428
29.4,-1.197,1.897,0.163,0.397,0.431
29.45,-1.194,1.847,0.152,0.403,0.434
29.5,-1.19,1.797,0.139,0.409,0.438
29.55,-1.185,1.747,0.125,0.415,0.441
29.6,-1.181,1.697,0.109,0.422,0.445
29.65,-1.176,1.648,0.093,0.43,0.449
29.7,-1.17,1.598,0.076,0.438,0.453
29.75,-1.165,1.548,0.058,0.446,0.458
29.8,-1.16,1.498,0.041,0.454,0.463
29.85,-1.154,1.449,0.025,0.463,0.469
29.9,-1.148,1.399,0.01,0.473,0.474
29.95,-1.143,1.349,-0.003,0.482,0.481
30.0,-1.137,1.3,-0.012,0.492,0.487
30.05,-1.131,1.25,-0.017,0.502,0.495
30.1,-1.126,1.2,-0.017,0.513,0.503
30.15,-1.12,1.151,-0.01,0.523,0.511
30.2,-1.114,1.101,0.004,0.534,0.52
30.25,-1.109,1.051,0.026,0.546,0.53
30.3,-1.103,1.002,0.057,0.557,0.541
30.35,-1.098,0.952,0.096,0.568,0.552
30.4,-1.092,0.902,0.144,0.58,0.565
30.45,-1.085,0.853,0.2,0.592,0.577
30.5,-1.078,0.803,0.262,0.603,0.591
30.55,-1.071,0.754,0.331,0.615,0.605
30.6,-1.063,0.704,0.404,0.627,0.62
30.65,-1.053,0.655,0.48,0.638,0.636
30.7,-1.043,0.606,0.557,0.65,0.652
30.75,-1.031,0.558,0.633,0.661,0.668
30.8,-1.018,0.51,0.706,0.672,0.684
30.85,-1.003,0.462,0.776,0.682,0.701
30.9,-0.986,0.415,0.84,0.692,0.717
30.95,-0.967,0.369,0.897,0.702,0.734
31.0,-0.946,0.323,0.948,0.711,0.749
31.05,-0.923,0.279,0.99,0.72,0.765
31.1,-0.898,0.236,1.025,0.729,0.779
31.15,-0.871,0.194,1.052,0.736,0.792
31.2,-0.841,0.153,1.071,0.743,0.805
31.25,-0.809,0.115,1.081,0.75,0.816
31.3,-0.776,0.078,1.083,0.756,0.826
31.35,-0.74,0.043,1.077,0.761,0.835
31.4,-0.702,0.01,1.062,0.765,0.842
31.45,-0.663,-0.021,1.039,0.769,0.847
31.5,-0.622,-0.05,1.008,0.772,0.851
31.55,-0.58,-0.077,0.969,0.775,0.854
31.6,-0.537,-0.102,0.923,0.776,0.855
31.65,-0.492,-0.124,0.871,0.777,0.854
31.7,-0.447,-0.145,0.815,0.778,0.853
31.75,-0.4,-0.164,0.755,0.778,0.849
31.8,-0.354,-0.181,0.692,0.777,0.845
31.85,-0.306,-0.197,0.629,0.775,0.839
31.9,-0.258,-0.211,0.565,0.773,0.833
31.95,-0.21,-0.223,0.503,0.771,0.826
32.0,-0.161,-0.235,0.443,0.768,0.818
32.05,-0.112,-0.245,0.302,0.764,0.809
32.1,-0.063,-0.255,0.192,0.76,0.8
