s,x,y,kappa,n_l,n_r
0.0,-4.882160008533675,-21.71655958369345,-0.7019396532256539,2.643447840783811,0.35009871074734006
0.09997494170757654,-4.9816187019875455,-21.70712618546316,-0.6386111351565221,2.5684009331575828,0.3700650133213562
0.19994988341515307,-5.080365895359873,-21.69135554078186,-0.5735767647319947,2.474443039878848,0.40844259130436694
0.2999248251227296,-5.177919042444273,-21.66991432219545,-0.552796350711528,2.3787938355833567,0.42711343249483497
0.39989976683030615,-5.274298653447174,-21.643068236553166,-0.5355940774716325,2.282673847657016,0.4556872463720268
0.4998747085378827,-5.368995728485495,-21.61115393542029,-0.5076621104062462,2.1875800516402877,0.4982933530390182
0.5998496502454592,-5.462003588583595,-21.57445533580863,-0.485630077655818,2.094675875219858,0.5437025838551935
0.6998245919530357,-5.553030749276221,-21.53329045376689,-0.4919376730114292,2.0038083627106027,0.5912588003744824
0.7997995336606123,-5.642028624891917,-21.487647975497396,-0.49018577788166445,1.9145430167551085,0.6470359578574
0.8997744753681889,-5.72862879633994,-21.43777096773774,-0.4577287591947528,1.8283286691851466,0.7020386262071144
0.9997494170757654,-5.812924477602107,-21.38393667933552,-0.430764922645602,1.7436779582840731,0.758936811978727
1.0997243587833418,-5.894764255077599,-21.326556475411294,-0.41068639267365203,1.6620085872205135,0.8208465102365048
1.1996993004909184,-5.974195245817594,-21.265853820335877,-0.39242366329745054,1.5826862617722468,0.8752288958412061
1.299674242198495,-6.051162947578346,-21.20209258913352,-0.38058146960435,1.5084758378007523,0.9284769487783636
1.3996491839060714,-6.125680373878284,-21.13542139485074,-0.36876931816305153,1.440149276809056,0.9860378678052945
1.499624125613648,-6.197661965151177,-21.066077309683713,-0.35559854392013257,1.378650880689015,1.0471737845125786
1.5995990673212246,-6.267158979124656,-20.994191412978473,-0.34349882392136655,1.3219080435184294,1.1113584368307425
1.6995740090288012,-6.3341222371072705,-20.919986828549852,-0.3332187493134165,1.2704257215714714,1.17806366251977
1.7995489507363778,-6.398600072019689,-20.843564942304724,-0.3231411605894594,1.2081772968526947,1.2421012257793476
1.8995238924439541,-6.460555521621185,-20.76512597261283,-0.31296733392766846,1.1468864608438383,1.3040659477138337
1.9994988341515307,-6.520045467108982,-20.684761310971766,-0.3031289553115216,1.0870544173179446,1.3638599136439402
2.0994737758591073,-6.5770562852855,-20.60265473462318,-0.2934172825427759,1.029624452980576,1.4213604299406188
2.1994487175666837,-6.63164876710985,-20.51888875022579,-0.28390627215091574,0.9748915239711369,1.4755190536358882
2.2994236592742605,-6.683829264289628,-20.433627851447785,-0.2744099439609789,0.9228150400500269,1.5274210307475646
2.399398600981837,-6.7336626508963215,-20.34694748620517,-0.2652329002847421,0.8732998590121654,1.5771371507399654
2.4993735426894133,-6.781170026388441,-20.25899484636914,-0.2563273936527887,0.8269746873605214,1.624638774702944
2.59934848439699,-6.826416986969216,-20.169835877835684,-0.24762151902664126,0.7824290883753425,1.6699550662159122
2.6993234261045664,-6.869435103244856,-20.079600642321584,-0.23903622755782303,0.7510537998206702,1.7130909771601135
2.799298367812143,-6.9102917255047345,-19.988347142927783,-0.23064155667541594,0.7344612837625208,1.7351535644753826
