s,x,y,kappa
8.56,6.411067060174361,2.4445505007655757,0.4642916678080292
8.57,6.406318949054286,2.453351531274257,0.45923695452896474
8.58,6.40153085695595,2.4621308750873077,0.4546708874640113
8.59,6.396703352324759,2.470888601911689,0.45062234749649105
8.6,6.391836886168726,2.4796247334555312,0.4471197725396795
8.61,6.386931843691382,2.488339264531468,0.4441911070222261
8.62,6.381988609371222,2.497032189655791,0.4418637272613072
8.63,6.377007556593237,2.5057034975823975,0.4401642866497184
8.64,6.371988927123471,2.5143531086971835,0.43911842473140505
8.65,6.366932876533593,2.5229808986133317,0.4387502916046072
8.66,6.361839558900123,2.5315867421673897,0.43908182568501775
8.67,6.356709119455295,2.540170508765894,0.44013174412188616
8.68,6.351541568552492,2.548731985005634,0.4419143084851398
8.69,6.346336811399455,2.5572708929285484,0.4444380585563686
8.7,6.3410947504221165,2.565786952868663,0.44770477512997653
8.71,6.335815281051617,2.57427988018352,0.4517089095083884
8.72,6.3304981522951485,2.5827492860564383,0.4564376963414464
8.73,6.325142974343514,2.5911946829089536,0.461872104363667
8.74,6.319749351915588,2.599615579269571,0.4679885396072959
8.75,6.314316887438599,2.608011481517075,0.47476106739025314
8.76,6.308845110402745,2.6163818276105033,0.48216387275391964
8.77,6.303333463960065,2.6247259745179976,0.4901735991022256
8.78,6.297781386266791,2.633043274521305,0.49877136359104157
8.79,6.292188314579982,2.6413330788321168,0.5079441443584842
8.8,6.286553634019278,2.649594676616116,0.5176851210242762
8.81,6.280876649916812,2.6578272620880847,0.5279930491791393
8.82,6.275156660859761,2.66603002143598,0.5388705200780076
8.83,6.269392965229448,2.6742021405445655,0.5503211675039504
8.84,6.263584828873101,2.6823427573798257,0.5623472610739304
8.85,6.257731449867102,2.6904509100895067,0.5749484266413092
8.86,6.2518320178209095,2.6985256243506006,0.5881211073236646
8.87,6.245885722309048,2.706565925795368,0.6018582410334292
8.88,6.23989168791977,2.714570756842599,0.6161469356825885
8.89,6.233848839483168,2.722538804125214,0.630958854615436
8.9,6.227756063573386,2.7304687052902463,0.6462259049670261
8.91,6.221612246764569,2.7383590979847323,0.6617958184840322
8.92,6.215416342633398,2.7462086625028954,0.6773667778843895
8.93,6.209167645172204,2.7540162958139045,0.6924081989362932
8.94,6.20286555621802,2.7617809635302053,0.7060870925378715
8.95,6.196509477650916,2.769501631291635,0.717227513168057
8.96,6.190098676620578,2.77717712415735,0.7243306815021262
8.97,6.183631074604812,2.7848048630825057,0.7256754744723329
8.98,6.1771038193229435,2.792381461665433,0.7195021444720855
8.99,6.170514049246068,2.799903523854652,0.704260295346485
9.0,6.163859027693708,2.807367767172093,0.678882064980284
9.01,6.157139875403548,2.8147744181957433,0.6430296524230933
9.02,6.150362213690341,2.822127797635095,0.5972662407212811
9.03,6.143531918308694,2.829432457661118,0.5431106885151266
9.04,6.136654865566986,2.8366929511562495,0.482956098646136
9.05,6.129737699315432,2.843914817113569,0.41985671071912567
9.06,6.122789354605365,2.8511065381804186,0.35721207429758084
9.07,6.115819192139326,2.8582771438657755,0.29839728993175285
9.08,6.108836572619853,2.8654356636786216,0.24639973735464368
9.09,6.10185025632133,2.872590548465718,0.20352264882846857
9.1,6.094862959686152,2.879744424334984,0.17120200111274483
9.11,6.087873902817031,2.8868965477994153,0.14995810264618967
9.12,6.080882263237365,2.894046134336229,0.13947372444380815
9.13,6.073887210793847,2.901192391657927,0.13876524269782037
9.14,6.066887411323727,2.90833401768976,0.146399551212975
9.15,6.05988072341266,2.9154688938512963,0.16071003243075868
9.16,6.05286493307042,2.922594828154234,0.1799771967505626
9.17,6.0458378263067845,2.929709628610276,0.2025583904125326
9.18,6.038797140755273,2.936811036551573,0.2269677880521178
9.19,6.031740393371523,2.943896489138275,0.2519179803146145
9.2,6.0246650382208315,2.9509633368454504,0.2763382933869191
9.21,6.017568529363857,2.958008930141783,0.2993814778226513
9.22,6.0104483899658865,2.9650306831768978,0.3204233864473117
9.23,6.003303118083128,2.9720269084769617,0.3390557260389643
9.24,5.996131933112984,2.978996583294824,0.3550703890569283
9.25,5.988934071400869,2.985938700501181,0.368434192065492
9.26,5.981708772946829,2.9928522566271165,0.3792541150281909
9.27,5.974455559568687,2.9997365304654093,0.38773637648351184
9.28,5.967174430252951,3.006591278729151,0.3941444807901804
9.29,5.959865430140463,3.0134163043584734,0.398760198776877
9.3,5.952528604372076,3.0202114102935136,0.40185184767232246
9.31,5.945164005685858,3.026976406805888,0.4036534724335152
9.32,5.937771716426416,3.033711132738153,0.404355526197858
9.33,5.930351826149412,3.0404154338916918,0.40410561736170236
9.34,5.92290442441051,3.0470891560678863,0.4030167475486316
9.35,5.915429620826738,3.0537321683567273,0.4011798363976015
9.36,5.9079277095555165,3.060344554075398,0.39867714846537616
9.37,5.900399084154083,3.0669265119312223,0.39559368026258557
9.38,5.892844139141312,3.0734782417478614,0.3920245802977888
9.39,5.8852632711751545,3.079999946616096,0.3880779133266792
9.4,5.877656933582592,3.086491916180168,0.38387302796722345
9.41,5.870025640849402,3.0929545334952344,0.37953551864982527
9.42,5.8623699105000355,3.099388186257567,0.3751904297527595
9.43,5.854690259753318,3.1057932618647937,0.37095523962759464
9.44,5.84698715450287,3.112170097561533,0.3669337130094985
9.45,5.839260952126374,3.118518924554821,0.3632114296118033
9.46,5.831511996205256,3.124839960570528,0.3598534261561474
9.47,5.823740630320945,3.1311334233345245,0.3569038674678614
9.48,5.815947174695152,3.1373995045988097,0.3543872125613938
9.49,5.808131850332905,3.143638285795516,0.35231029675464287
9.5,5.800294851902401,3.1498498190726236,0.350664902225143
9.51,5.79243637407164,3.1560341565778964,0.3494305385619305
9.52,5.784556602286742,3.1621913389087135,0.34857732613425985
9.53,5.776655642741126,3.1683213073985663,0.3480689469643374
9.54,5.768733561246423,3.17442395280283,0.34786562644563773
9.55,5.760790423293004,3.1804991654745,0.34792705553286984
9.56,5.75282629404791,3.1865468352048625,0.34821501640493546
9.57,5.744841232495063,3.192566841043463,0.34869540853537057
9.58,5.7368352920605865,3.1985590523844647,0.3493394724424196
9.59,5.728808525972783,3.2045233382783613,0.3501241721964008
9.6,5.720760987303791,3.2104595675184626,0.35103184283444594
9.61,5.712692720235549,3.216367594256742,0.35204931906446973
9.62,5.704603755439049,3.2222472503939152,0.3531668383405465
9.63,5.696494122453919,3.2280983659674467,0.35437696710916017
