s,x,y,kappa,n_l,n_r
5.71,5.712,0.375,0.564,0.688,0.674
5.72,5.721,0.379,0.566,0.688,0.676
5.73,5.73,0.382,0.566,0.688,0.678
5.74,5.739,0.386,0.564,0.688,0.68
5.75,5.748,0.39,0.56,0.688,0.682
5.76,5.757,0.394,0.553,0.688,0.685
5.77,5.767,0.399,0.545,0.688,0.687
5.78,5.776,0.403,0.536,0.688,0.69
5.79,5.785,0.407,0.527,0.688,0.692
5.8,5.794,0.411,0.519,0.687,0.695
5.81,5.803,0.416,0.512,0.687,0.697
5.82,5.812,0.42,0.506,0.687,0.7
5.83,5.821,0.424,0.503,0.687,0.702
5.84,5.83,0.429,0.503,0.686,0.702
5.85,5.839,0.433,0.504,0.686,0.701
5.86,5.848,0.438,0.506,0.686,0.7
5.87,5.857,0.442,0.509,0.685,0.7
5.88,5.865,0.447,0.512,0.685,0.699
5.89,5.874,0.452,0.515,0.684,0.699
5.9,5.883,0.456,0.517,0.684,0.699
5.91,5.892,0.461,0.518,0.683,0.699
5.92,5.901,0.466,0.519,0.683,0.699
5.93,5.909,0.471,0.519,0.682,0.698
5.94,5.918,0.475,0.52,0.682,0.698
5.95,5.927,0.48,0.52,0.681,0.699
5.96,5.935,0.485,0.522,0.68,0.699
5.97,5.944,0.49,0.525,0.68,0.699
5.98,5.953,0.495,0.528,0.679,0.696
5.99,5.961,0.501,0.533,0.678,0.692
6.0,5.97,0.506,0.538,0.677,0.688
6.01,5.978,0.511,0.544,0.676,0.684
6.02,5.987,0.516,0.55,0.676,0.681
6.03,5.995,0.521,0.557,0.675,0.677
6.04,6.004,0.527,0.564,0.674,0.674
6.05,6.012,0.532,0.57,0.673,0.67
6.06,6.021,0.538,0.577,0.672,0.667
6.07,6.029,0.543,0.583,0.671,0.663
6.08,6.037,0.549,0.589,0.67,0.66
6.09,6.046,0.554,0.595,0.669,0.657
6.1,6.054,0.56,0.6,0.668,0.654
6.11,6.062,0.566,0.605,0.666,0.651
6.12,6.07,0.571,0.61,0.665,0.648
6.13,6.079,0.577,0.615,0.664,0.645
6.14,6.087,0.583,0.619,0.664,0.643
6.15,6.095,0.589,0.624,0.664,0.64
6.16,6.103,0.595,0.628,0.664,0.638
6.17,6.111,0.601,0.631,0.664,0.635
6.18,6.119,0.607,0.635,0.664,0.633
6.19,6.127,0.613,0.638,0.663,0.631
6.2,6.135,0.619,0.64,0.663,0.628
6.21,6.143,0.625,0.643,0.663,0.626
6.22,6.15,0.631,0.645,0.663,0.624
6.23,6.158,0.638,0.647,0.662,0.622
6.24,6.166,0.644,0.649,0.662,0.621
6.25,6.174,0.65,0.65,0.662,0.619
6.26,6.181,0.657,0.651,0.661,0.617
6.27,6.189,0.663,0.652,0.661,0.616
6.28,6.196,0.67,0.653,0.66,0.614
6.29,6.204,0.676,0.654,0.66,0.613
6.3,6.211,0.683,0.654,0.659,0.612
6.31,6.219,0.69,0.655,0.658,0.611
6.32,6.226,0.696,0.657,0.658,0.61
6.33,6.234,0.703,0.66,0.657,0.609
6.34,6.241,0.71,0.664,0.656,0.61
6.35,6.248,0.717,0.669,0.656,0.613
6.36,6.255,0.724,0.677,0.655,0.615
6.37,6.262,0.731,0.688,0.654,0.617
6.38,6.27,0.738,0.7,0.653,0.619
6.39,6.277,0.745,0.715,0.652,0.622
6.4,6.284,0.752,0.731,0.652,0.624
6.41,6.291,0.759,0.747,0.652,0.627
6.42,6.298,0.766,0.763,0.653,0.63
6.43,6.305,0.774,0.777,0.654,0.633
6.44,6.311,0.781,0.79,0.654,0.636
6.45,6.318,0.788,0.8,0.655,0.639
6.46,6.325,0.796,0.807,0.655,0.643
6.47,6.331,0.803,0.811,0.656,0.646
6.48,6.338,0.811,0.812,0.656,0.65
6.49,6.344,0.818,0.81,0.657,0.654
6.5,6.351,0.826,0.805,0.657,0.658
6.51,6.357,0.834,0.796,0.657,0.662
6.52,6.364,0.842,0.785,0.658,0.667
6.53,6.37,0.849,0.771,0.658,0.671
6.54,6.376,0.857,0.756,0.658,0.674
6.55,6.382,0.865,0.739,0.658,0.675
6.56,6.388,0.873,0.723,0.658,0.675
6.57,6.394,0.881,0.708,0.659,0.676
6.58,6.4,0.889,0.694,0.659,0.677
6.59,6.406,0.897,0.682,0.659,0.677
6.6,6.412,0.905,0.674,0.659,0.678
6.61,6.418,0.914,0.667,0.659,0.679
6.62,6.423,0.922,0.663,0.659,0.681
6.63,6.429,0.93,0.661,0.659,0.682
6.64,6.435,0.938,0.66,0.658,0.683
6.65,6.44,0.946,0.66,0.658,0.685
6.66,6.446,0.955,0.66,0.658,0.686
6.67,6.451,0.963,0.661,0.658,0.688
6.68,6.457,0.972,0.662,0.658,0.69
6.69,6.462,0.98,0.662,0.657,0.691
6.7,6.467,0.989,0.663,0.657,0.693
6.71,6.473,0.997,0.665,0.656,0.695
6.72,6.478,1.006,0.666,0.656,0.697
6.73,6.483,1.014,0.668,0.656,0.7
6.74,6.488,1.023,0.671,0.655,0.702
6.75,6.493,1.031,0.674,0.655,0.699
6.76,6.498,1.04,0.678,0.654,0.697
6.77,6.503,1.049,0.682,0.653,0.695
6.78,6.508,1.058,0.685,0.653,0.693
6.79,6.512,1.066,0.689,0.652,0.691
6.8,6.517,1.075,0.691,0.651,0.689
6.81,6.522,1.084,0.693,0.651,0.688
6.82,6.526,1.093,0.693,0.65,0.686
6.83,6.531,1.102,0.692,0.649,0.685
6.84,6.535,1.111,0.69,0.648,0.683
6.85,6.54,1.12,0.688,0.647,0.682
6.86,6.544,1.129,0.685,0.646,0.681
6.87,6.548,1.138,0.682,0.645,0.68
6.88,6.553,1.147,0.68,0.644,0.679
6.89,6.557,1.156,0.679,0.644,0.678
6.9,6.561,1.165,0.678,0.644,0.677
6.91,6.565,1.174,0.678,0.644,0.677
6.92,6.569,1.183,0.679,0.643,0.676
6.93,6.573,1.193,0.68,0.643,0.676
6.94,6.577,1.202,0.682,0.643,0.673
6.95,6.58,1.211,0.684,0.642,0.668
6.96,6.584,1.22,0.688,0.642,0.663
6.97,6.588,1.23,0.693,0.642,0.658
6.98,6.591,1.239,0.699,0.641,0.653
6.99,6.595,1.248,0.707,0.641,0.649
7.0,6.598,1.258,0.716,0.64,0.644
7.01,6.602,1.267,0.725,0.64,0.64
7.02,6.605,1.277,0.734,0.639,0.635
7.03,6.608,1.286,0.742,0.639,0.631
7.04,6.612,1.296,0.748,0.638,0.627
7.05,6.615,1.305,0.753,0.637,0.623
7.06,6.618,1.315,0.755,0.637,0.619
7.07,6.621,1.324,0.756,0.636,0.615
7.08,6.624,1.334,0.754,0.635,0.611
7.09,6.627,1.343,0.75,0.634,0.608
7.1,6.629,1.353,0.745,0.633,0.604
7.11,6.632,1.363,0.738,0.632,0.601
7.12,6.635,1.372,0.73,0.631,0.598
7.13,6.637,1.382,0.72,0.63,0.595
7.14,6.64,1.392,0.709,0.629,0.592
7.15,6.642,1.401,0.696,0.628,0.589
7.16,6.644,1.411,0.682,0.627,0.586
7.17,6.647,1.421,0.665,0.626,0.584
7.18,6.649,1.43,0.647,0.624,0.581
7.19,6.651,1.44,0.627,0.623,0.579
7.2,6.653,1.45,0.606,0.622,0.577
7.21,6.655,1.46,0.585,0.62,0.575
7.22,6.657,1.47,0.564,0.618,0.573
7.23,6.659,1.479,0.544,0.616,0.571
7.24,6.661,1.489,0.526,0.615,0.569
7.25,6.662,1.499,0.51,0.613,0.568
7.26,6.664,1.509,0.495,0.611,0.566
7.27,6.666,1.519,0.482,0.609,0.564
7.28,6.667,1.529,0.47,0.607,0.563
7.29,6.669,1.539,0.458,0.604,0.562
7.3,6.671,1.548,0.445,0.602,0.56
7.31,6.672,1.558,0.433,0.6,0.559
7.32,6.674,1.568,0.419,0.598,0.558
7.33,6.675,1.578,0.405,0.596,0.557
7.34,6.676,1.588,0.39,0.593,0.555
7.35,6.678,1.598,0.375,0.592,0.554
7.36,6.679,1.608,0.36,0.591,0.553
7.37,6.68,1.618,0.345,0.589,0.552
7.38,6.682,1.628,0.331,0.588,0.55
7.39,6.683,1.638,0.319,0.587,0.547
7.4,6.684,1.648,0.307,0.585,0.545
7.41,6.685,1.657,0.297,0.584,0.543
7.42,6.686,1.667,0.288,0.582,0.54
7.43,6.687,1.677,0.281,0.581,0.538
7.44,6.688,1.687,0.277,0.579,0.536
7.45,6.689,1.697,0.274,0.577,0.534
7.46,6.69,1.707,0.274,0.576,0.532
7.47,6.691,1.717,0.277,0.574,0.529
7.48,6.692,1.727,0.282,0.572,0.527
7.49,6.693,1.737,0.29,0.571,0.525
7.5,6.694,1.747,0.299,0.569,0.523
7.51,6.695,1.757,0.308,0.567,0.521
7.52,6.696,1.767,0.319,0.565,0.519
7.53,6.697,1.777,0.329,0.564,0.517
7.54,6.698,1.787,0.339,0.562,0.515
7.55,6.698,1.797,0.348,0.56,0.513
7.56,6.699,1.807,0.356,0.558,0.511
7.57,6.7,1.817,0.362,0.557,0.51
7.58,6.7,1.827,0.366,0.555,0.508
7.59,6.701,1.837,0.368,0.553,0.506
7.6,6.702,1.847,0.367,0.551,0.504
7.61,6.702,1.857,0.363,0.549,0.503
7.62,6.703,1.867,0.357,0.547,0.501
7.63,6.703,1.877,0.348,0.545,0.499
7.64,6.704,1.887,0.338,0.543,0.498
7.65,6.704,1.897,0.325,0.541,0.496
7.66,6.704,1.907,0.311,0.539,0.495
7.67,6.705,1.917,0.296,0.537,0.494
7.68,6.705,1.927,0.28,0.534,0.492
7.69,6.705,1.937,0.263,0.532,0.491
7.7,6.705,1.947,0.246,0.53,0.49
7.71,6.706,1.957,0.228,0.527,0.489
7.72,6.706,1.967,0.21,0.525,0.488
7.73,6.706,1.977,0.191,0.522,0.486
7.74,6.706,1.987,0.171,0.52,0.485
7.75,6.706,1.997,0.151,0.517,0.484
7.76,6.706,2.007,0.131,0.514,0.483
7.77,6.706,2.017,0.112,0.512,0.482
7.78,6.706,2.027,0.093,0.509,0.483
7.79,6.706,2.037,0.077,0.507,0.484
7.8,6.706,2.047,0.062,0.506,0.485
7.81,6.707,2.057,0.05,0.506,0.485
7.82,6.707,2.067,0.042,0.505,0.486
7.83,6.707,2.077,0.036,0.504,0.487
7.84,6.707,2.087,0.034,0.503,0.488
7.85,6.707,2.097,0.035,0.502,0.489
7.86,6.707,2.107,0.039,0.501,0.49
7.87,6.707,2.117,0.046,0.5,0.49
7.88,6.707,2.127,0.056,0.5,0.491
7.89,6.707,2.137,0.067,0.499,0.492
7.9,6.707,2.147,0.08,0.498,0.493
7.91,6.707,2.157,0.095,0.497,0.494
7.92,6.707,2.167,0.11,0.496,0.495
7.93,6.707,2.177,0.126,0.495,0.496
7.94,6.707,2.187,0.141,0.494,0.497
7.95,6.707,2.197,0.155,0.494,0.497
7.96,6.707,2.207,0.167,0.495,0.498
7.97,6.707,2.217,0.177,0.496,0.499
7.98,6.707,2.227,0.184,0.497,0.501
7.99,6.707,2.237,0.19,0.497,0.502
8.0,6.707,2.247,0.192,0.498,0.503
8.01,6.707,2.257,0.193,0.499,0.504
8.02,6.707,2.267,0.191,0.5,0.505
8.03,6.706,2.277,0.188,0.5,0.506
8.04,6.706,2.287,0.183,0.501,0.507
8.05,6.706,2.297,0.178,0.502,0.509
8.06,6.706,2.307,0.173,0.502,0.51
8.07,6.706,2.317,0.169,0.503,0.511
8.08,6.705,2.327,0.166,0.504,0.512
8.09,6.705,2.337,0.165,0.504,0.513
8.1,6.705,2.347,0.166,0.505,0.515
8.11,6.704,2.357,0.169,0.506,0.516
8.12,6.704,2.367,0.174,0.506,0.517
8.13,6.704,2.377,0.18,0.507,0.518
8.14,6.703,2.387,0.186,0.508,0.52
8.15,6.703,2.397,0.193,0.508,0.521
8.16,6.703,2.407,0.199,0.509,0.523
8.17,6.702,2.417,0.205,0.509,0.524
8.18,6.702,2.427,0.209,0.51,0.526
8.19,6.701,2.437,0.213,0.51,0.527
8.2,6.701,2.447,0.214,0.511,0.528
8.21,6.7,2.457,0.215,0.511,0.527
8.22,6.7,2.467,0.214,0.511,0.526
8.23,6.699,2.476,0.212,0.512,0.525
8.24,6.699,2.486,0.21,0.516,0.524
8.25,6.698,2.496,0.208,0.52,0.523
8.26,6.698,2.506,0.207,0.524,0.522
8.27,6.697,2.516,0.207,0.528,0.521
8.28,6.696,2.526,0.209,0.532,0.52
8.29,6.696,2.536,0.212,0.537,0.52
8.3,6.695,2.546,0.217,0.541,0.519
8.31,6.694,2.556,0.223,0.545,0.518
8.32,6.694,2.566,0.23,0.548,0.517
8.33,6.693,2.576,0.237,0.552,0.517
8.34,6.692,2.586,0.245,0.556,0.516
8.35,6.691,2.596,0.254,0.56,0.515
8.36,6.69,2.606,0.263,0.564,0.515
8.37,6.69,2.616,0.272,0.567,0.514
8.38,6.689,2.626,0.282,0.571,0.514
8.39,6.688,2.636,0.292,0.574,0.513
8.4,6.687,2.646,0.304,0.575,0.512
8.41,6.686,2.656,0.318,0.572,0.512
8.42,6.685,2.666,0.333,0.569,0.512
8.43,6.684,2.676,0.35,0.566,0.511
8.44,6.683,2.686,0.37,0.563,0.511
8.45,6.682,2.696,0.392,0.56,0.51
8.46,6.681,2.706,0.415,0.557,0.51
8.47,6.68,2.716,0.44,0.559,0.51
8.48,6.678,2.726,0.465,0.571,0.51
8.49,6.677,2.735,0.491,0.582,0.509
8.5,6.676,2.745,0.517,0.593,0.509
8.51,6.674,2.755,0.543,0.604,0.509
8.52,6.673,2.765,0.57,0.608,0.509
8.53,6.672,2.775,0.597,0.61,0.509
8.54,6.67,2.785,0.624,0.611,0.51
8.55,6.668,2.795,0.65,0.613,0.51
8.56,6.667,2.805,0.675,0.614,0.51
8.57,6.665,2.815,0.698,0.615,0.511
8.58,6.663,2.824,0.719,0.616,0.511
8.59,6.661,2.834,0.737,0.618,0.512
8.6,6.66,2.844,0.752,0.619,0.513
8.61,6.658,2.854,0.765,0.62,0.514
8.62,6.655,2.864,0.774,0.621,0.515
8.63,6.653,2.873,0.781,0.622,0.518
8.64,6.651,2.883,0.786,0.622,0.522
8.65,6.649,2.893,0.788,0.623,0.525
8.66,6.646,2.903,0.787,0.624,0.529
8.67,6.644,2.912,0.783,0.625,0.533
8.68,6.641,2.922,0.775,0.625,0.537
8.69,6.639,2.932,0.763,0.626,0.541
8.7,6.636,2.941,0.746,0.627,0.545
8.71,6.633,2.951,0.725,0.627,0.549
8.72,6.63,2.96,0.7,0.628,0.554
8.73,6.627,2.97,0.672,0.628,0.559
8.74,6.624,2.979,0.643,0.629,0.563
8.75,6.621,2.989,0.615,0.629,0.567
8.76,6.618,2.998,0.588,0.63,0.572
8.77,6.615,3.008,0.565,0.63,0.576
8.78,6.612,3.017,0.546,0.631,0.581
8.79,6.608,3.027,0.532,0.631,0.586
8.8,6.605,3.036,0.523,0.632,0.59
8.81,6.602,3.046,0.517,0.632,0.595
8.82,6.598,3.055,0.515,0.632,0.6
8.83,6.595,3.065,0.516,0.632,0.605
8.84,6.591,3.074,0.519,0.633,0.61
8.85,6.588,3.083,0.523,0.633,0.615
8.86,6.584,3.093,0.528,0.633,0.62
8.87,6.581,3.102,0.533,0.633,0.626
8.88,6.577,3.111,0.539,0.633,0.631
8.89,6.573,3.12,0.544,0.633,0.637
8.9,6.569,3.13,0.55,0.634,0.643
8.91,6.566,3.139,0.555,0.634,0.648
8.92,6.562,3.148,0.56,0.633,0.649
8.93,6.558,3.157,0.564,0.633,0.651
8.94,6.554,3.167,0.568,0.633,0.653
8.95,6.55,3.176,0.572,0.635,0.654
8.96,6.546,3.185,0.576,0.638,0.656
8.97,6.541,3.194,0.579,0.641,0.658
8.98,6.537,3.203,0.582,0.643,0.66
8.99,6.533,3.212,0.584,0.646,0.662
9.0,6.529,3.221,0.586,0.648,0.664
9.01,6.524,3.23,0.588,0.651,0.667
9.02,6.52,3.239,0.589,0.653,0.669
9.03,6.515,3.248,0.589,0.655,0.672
9.04,6.511,3.257,0.589,0.657,0.674
9.05,6.506,3.266,0.588,0.66,0.677
9.06,6.502,3.275,0.585,0.662,0.68
9.07,6.497,3.283,0.582,0.664,0.682
9.08,6.492,3.292,0.578,0.666,0.685
9.09,6.487,3.301,0.574,0.668,0.685
9.1,6.483,3.31,0.568,0.67,0.683
9.11,6.478,3.318,0.563,0.672,0.681
9.12,6.473,3.327,0.559,0.674,0.679
9.13,6.468,3.336,0.556,0.676,0.678
9.14,6.463,3.344,0.555,0.678,0.676
9.15,6.458,3.353,0.557,0.68,0.674
9.16,6.453,3.362,0.561,0.682,0.673
9.17,6.447,3.37,0.568,0.683,0.672
9.18,6.442,3.379,0.576,0.685,0.67
9.19,6.437,3.387,0.585,0.687,0.669
9.2,6.432,3.396,0.594,0.689,0.668
9.21,6.426,3.404,0.602,0.69,0.667
9.22,6.421,3.413,0.608,0.691,0.666
9.23,6.415,3.421,0.612,0.693,0.665
9.24,6.41,3.429,0.613,0.694,0.664
9.25,6.404,3.438,0.613,0.695,0.663
9.26,6.399,3.446,0.611,0.699,0.663
9.27,6.393,3.454,0.609,0.703,0.662
9.28,6.387,3.462,0.607,0.706,0.662
9.29,6.381,3.47,0.606,0.71,0.661
9.3,6.376,3.479,0.605,0.714,0.661
9.31,6.37,3.487,0.606,0.717,0.661
9.32,6.364,3.495,0.608,0.72,0.661
9.33,6.358,3.503,0.611,0.724,0.661
9.34,6.352,3.511,0.615,0.727,0.661
9.35,6.346,3.519,0.618,0.73,0.661
9.36,6.34,3.527,0.622,0.733,0.658
9.37,6.333,3.534,0.626,0.736,0.655
9.38,6.327,3.542,0.629,0.739,0.652
9.39,6.321,3.55,0.633,0.742,0.649
9.4,6.315,3.558,0.636,0.745,0.646
9.41,6.308,3.566,0.638,0.748,0.643
9.42,6.302,3.573,0.64,0.75,0.641
9.43,6.295,3.581,0.642,0.753,0.638
9.44,6.289,3.588,0.644,0.755,0.635
9.45,6.282,3.596,0.644,0.758,0.633
9.46,6.276,3.603,0.644,0.76,0.631
9.47,6.269,3.611,0.643,0.763,0.629
9.48,6.262,3.618,0.641,0.765,0.626
9.49,6.256,3.626,0.638,0.768,0.624
9.5,6.249,3.633,0.632,0.77,0.623
9.51,6.242,3.64,0.625,0.772,0.621
9.52,6.235,3.648,0.616,0.774,0.619
9.53,6.228,3.655,0.605,0.776,0.619
9.54,6.221,3.662,0.591,0.778,0.622
9.55,6.214,3.669,0.576,0.781,0.625
9.56,6.207,3.676,0.56,0.783,0.629
9.57,6.2,3.683,0.542,0.785,0.632
9.58,6.193,3.69,0.523,0.788,0.636
9.59,6.185,3.697,0.503,0.79,0.639
9.6,6.178,3.704,0.483,0.792,0.643
9.61,6.171,3.711,0.462,0.795,0.647
9.62,6.164,3.718,0.44,0.797,0.651
9.63,6.156,3.725,0.418,0.799,0.654
9.64,6.149,3.731,0.397,0.801,0.658
9.65,6.142,3.738,0.377,0.804,0.662
9.66,6.134,3.745,0.36,0.807,0.666
9.67,6.127,3.751,0.346,0.809,0.669
9.68,6.119,3.758,0.335,0.812,0.673
9.69,6.112,3.765,0.329,0.815,0.677
9.7,6.104,3.771,0.327,0.817,0.681
9.71,6.097,3.778,0.331,0.82,0.684
9.72,6.089,3.785,0.34,0.822,0.688
9.73,6.082,3.791,0.354,0.825,0.692
9.74,6.074,3.798,0.372,0.827,0.696
9.75,6.067,3.804,0.393,0.83,0.7
9.76,6.059,3.811,0.416,0.832,0.704
9.77,6.052,3.817,0.439,0.833,0.709
9.78,6.044,3.824,0.463,0.833,0.714
9.79,6.036,3.83,0.484,0.833,0.719
9.8,6.028,3.836,0.502,0.833,0.724
9.81,6.021,3.843,0.518,0.833,0.729
9.82,6.013,3.849,0.531,0.832,0.734
9.83,6.005,3.855,0.541,0.832,0.739
9.84,5.997,3.861,0.548,0.832,0.745
9.85,5.989,3.868,0.554,0.832,0.75
9.86,5.981,3.874,0.558,0.832,0.756
9.87,5.973,3.88,0.562,0.832,0.762
9.88,5.965,3.886,0.564,0.831,0.768
9.89,5.957,3.892,0.566,0.831,0.774
9.9,5.949,3.898,0.568,0.831,0.78
9.91,5.941,3.903,0.569,0.831,0.786
9.92,5.933,3.909,0.57,0.83,0.792
9.93,5.925,3.915,0.571,0.83,0.793
9.94,5.917,3.921,0.573,0.829,0.795
9.95,5.908,3.926,0.575,0.829,0.797
9.96,5.9,3.932,0.578,0.828,0.799
9.97,5.892,3.938,0.583,0.828,0.8
9.98,5.884,3.943,0.589,0.827,0.803
9.99,5.875,3.949,0.597,0.827,0.805
10.0,5.867,3.954,0.607,0.826,0.807
10.01,5.858,3.959,0.619,0.826,0.809
10.02,5.85,3.965,0.633,0.825,0.811
10.03,5.841,3.97,0.647,0.824,0.814
10.04,5.833,3.975,0.662,0.824,0.817
10.05,5.824,3.981,0.676,0.823,0.82
10.06,5.816,3.986,0.688,0.822,0.823
10.07,5.807,3.991,0.699,0.822,0.826
10.08,5.799,3.996,0.708,0.821,0.826
10.09,5.79,4.001,0.715,0.82,0.825
10.1,5.781,4.005,0.721,0.82,0.825
10.11,5.772,4.01,0.725,0.819,0.824
10.12,5.764,4.015,0.729,0.818,0.824
10.13,5.755,4.02,0.732,0.817,0.824
10.14,5.746,4.024,0.736,0.816,0.824
10.15,5.737,4.029,0.74,0.816,0.824
10.16,5.728,4.033,0.746,0.815,0.824
10.17,5.719,4.038,0.754,0.814,0.824
10.18,5.71,4.042,0.764,0.813,0.824
10.19,5.701,4.046,0.776,0.812,0.825
10.2,5.692,4.051,0.789,0.811,0.826
10.21,5.683,4.055,0.803,0.81,0.826
10.22,5.674,4.059,0.817,0.809,0.827
10.23,5.664,4.063,0.83,0.809,0.828
10.24,5.655,4.067,0.843,0.809,0.829
10.25,5.646,4.071,0.853,0.809,0.825
10.26,5.637,4.074,0.862,0.809,0.82
10.27,5.627,4.078,0.868,0.809,0.815
10.28,5.618,4.082,0.872,0.809,0.809
10.29,5.609,4.085,0.875,0.809,0.805
10.3,5.599,4.088,0.875,0.809,0.8
10.31,5.59,4.092,0.875,0.809,0.795
10.32,5.58,4.095,0.873,0.809,0.791
10.33,5.571,4.098,0.87,0.809,0.787
10.34,5.561,4.101,0.866,0.808,0.783
10.35,5.552,4.104,0.861,0.808,0.779
10.36,5.542,4.107,0.853,0.808,0.775
10.37,5.533,4.11,0.843,0.808,0.772
10.38,5.523,4.113,0.83,0.807,0.768
10.39,5.514,4.116,0.815,0.807,0.765
10.4,5.504,4.118,0.796,0.806,0.762
10.41,5.494,4.121,0.774,0.806,0.759
10.42,5.485,4.123,0.75,0.806,0.757
10.43,5.475,4.125,0.723,0.805,0.754
10.44,5.465,4.128,0.696,0.804,0.752
10.45,5.455,4.13,0.669,0.803,0.75
10.46,5.446,4.132,0.643,0.803,0.748
10.47,5.436,4.134,0.618,0.802,0.746
10.48,5.426,4.136,0.595,0.801,0.744
10.49,5.416,4.138,0.574,0.8,0.742
10.5,5.406,4.14,0.554,0.799,0.741
10.51,5.397,4.142,0.537,0.797,0.738
10.52,5.387,4.144,0.52,0.796,0.735
10.53,5.377,4.146,0.504,0.795,0.731
10.54,5.367,4.147,0.489,0.794,0.728
10.55,5.357,4.149,0.474,0.792,0.725
10.56,5.347,4.151,0.458,0.791,0.722
10.57,5.337,4.152,0.443,0.789,0.719
10.58,5.328,4.154,0.428,0.788,0.716
10.59,5.318,4.155,0.412,0.786,0.713
10.6,5.308,4.157,0.396,0.784,0.71
10.61,5.298,4.158,0.381,0.783,0.708
10.62,5.288,4.159,0.364,0.781,0.705
10.63,5.278,4.161,0.349,0.779,0.702
10.64,5.268,4.162,0.333,0.777,0.7
10.65,5.258,4.163,0.318,0.775,0.698
10.66,5.248,4.165,0.304,0.773,0.695
10.67,5.238,4.166,0.291,0.771,0.693
10.68,5.228,4.167,0.281,0.769,0.691
10.69,5.218,4.168,0.272,0.767,0.689
10.7,5.209,4.169,0.267,0.764,0.687
10.71,5.199,4.17,0.264,0.762,0.685
10.72,5.189,4.171,0.263,0.759,0.683
10.73,5.179,4.173,0.263,0.757,0.68
10.74,5.169,4.174,0.266,0.755,0.678
10.75,5.159,4.175,0.269,0.753,0.676
10.76,5.149,4.176,0.272,0.748,0.674
10.77,5.139,4.177,0.275,0.741,0.673
10.78,5.129,4.177,0.278,0.733,0.671
10.79,5.119,4.178,0.28,0.725,0.669
10.8,5.109,4.179,0.282,0.717,0.667
10.81,5.099,4.18,0.283,0.709,0.665
10.82,5.089,4.181,0.284,0.701,0.663
10.83,5.079,4.182,0.285,0.695,0.662
10.84,5.069,4.182,0.285,0.694,0.66
10.85,5.059,4.183,0.285,0.694,0.658
10.86,5.049,4.184,0.284,0.693,0.657
10.87,5.039,4.185,0.283,0.692,0.655
10.88,5.029,4.185,0.282,0.691,0.654
10.89,5.019,4.186,0.281,0.69,0.652
10.9,5.009,4.186,0.279,0.689,0.651
10.91,4.999,4.187,0.278,0.688,0.649
10.92,4.989,4.188,0.276,0.687,0.648
10.93,4.979,4.188,0.273,0.686,0.646
10.94,4.969,4.189,0.271,0.684,0.645
10.95,4.959,4.189,0.268,0.683,0.644
10.96,4.949,4.189,0.265,0.682,0.643
10.97,4.939,4.19,0.261,0.681,0.641
10.98,4.929,4.19,0.258,0.68,0.64
10.99,4.919,4.19,0.254,0.678,0.639
11.0,4.909,4.191,0.251,0.677,0.638
11.01,4.899,4.191,0.247,0.676,0.637
11.02,4.889,4.191,0.243,0.675,0.636
11.03,4.879,4.192,0.24,0.673,0.635
11.04,4.869,4.192,0.237,0.672,0.634
11.05,4.859,4.192,0.235,0.67,0.633
11.06,4.849,4.192,0.234,0.669,0.632
11.07,4.839,4.192,0.233,0.668,0.631
11.08,4.829,4.192,0.233,0.666,0.63
11.09,4.819,4.193,0.234,0.665,0.629
11.1,4.809,4.193,0.234,0.663,0.628
11.11,4.799,4.193,0.235,0.662,0.627
11.12,4.789,4.193,0.235,0.66,0.627
11.13,4.779,4.193,0.233,0.659,0.626
11.14,4.769,4.193,0.231,0.657,0.625
11.15,4.759,4.193,0.227,0.655,0.624
11.16,4.749,4.193,0.222,0.654,0.624
11.17,4.739,4.193,0.215,0.652,0.623
11.18,4.729,4.193,0.208,0.65,0.622
11.19,4.719,4.192,0.2,0.649,0.622
11.2,4.709,4.192,0.192,0.647,0.621
11.21,4.699,4.192,0.186,0.645,0.621
11.22,4.689,4.192,0.181,0.643,0.62
11.23,4.679,4.192,0.178,0.641,0.62
11.24,4.669,4.191,0.178,0.639,0.619
11.25,4.659,4.191,0.18,0.638,0.619
11.26,4.649,4.191,0.184,0.636,0.618
11.27,4.639,4.191,0.189,0.634,0.618
11.28,4.629,4.19,0.195,0.632,0.618
11.29,4.619,4.19,0.202,0.63,0.617
11.3,4.609,4.19,0.209,0.628,0.617
11.31,4.599,4.189,0.215,0.626,0.616
11.32,4.589,4.189,0.222,0.624,0.616
11.33,4.579,4.189,0.227,0.622,0.616
11.34,4.569,4.188,0.233,0.62,0.616
11.35,4.559,4.188,0.238,0.618,0.615
11.36,4.55,4.187,0.242,0.616,0.615
11.37,4.54,4.187,0.247,0.614,0.615
11.38,4.53,4.186,0.251,0.612,0.615
11.39,4.52,4.186,0.254,0.61,0.615
11.4,4.51,4.185,0.258,0.608,0.615
11.41,4.5,4.185,0.261,0.606,0.614
11.42,4.49,4.184,0.264,0.604,0.614
11.43,4.48,4.184,0.267,0.602,0.614
11.44,4.47,4.183,0.269,0.601,0.614
11.45,4.46,4.182,0.271,0.601,0.614
11.46,4.45,4.181,0.273,0.6,0.615
11.47,4.44,4.181,0.275,0.6,0.615
11.48,4.43,4.18,0.276,0.599,0.615
11.49,4.42,4.179,0.277,0.598,0.615
11.5,4.41,4.178,0.279,0.598,0.615
11.51,4.4,4.177,0.28,0.597,0.615
11.52,4.39,4.177,0.281,0.596,0.616
