s,x,y,kappa,n_l,n_r
17.23,0.165,3.183,1.046,0.674,0.764
17.24,0.157,3.189,1.03,0.676,0.766
17.25,0.149,3.195,1.021,0.68,0.768
17.26,0.141,3.201,1.021,0.683,0.769
17.27,0.133,3.207,1.03,0.685,0.771
17.28,0.125,3.213,1.047,0.687,0.773
17.29,0.117,3.218,1.069,0.688,0.776
17.3,0.108,3.224,1.096,0.689,0.779
17.31,0.1,3.229,1.123,0.691,0.782
17.32,0.092,3.235,1.15,0.692,0.785
17.33,0.083,3.24,1.176,0.693,0.789
17.34,0.075,3.245,1.199,0.693,0.792
17.35,0.066,3.251,1.219,0.694,0.797
17.36,0.058,3.256,1.235,0.695,0.801
17.37,0.049,3.261,1.246,0.696,0.797
17.38,0.04,3.265,1.251,0.697,0.792
17.39,0.031,3.27,1.249,0.698,0.788
17.4,0.022,3.275,1.239,0.699,0.783
17.41,0.013,3.279,1.22,0.699,0.779
17.42,0.004,3.283,1.19,0.7,0.775
17.43,-0.005,3.288,1.151,0.7,0.771
17.44,-0.014,3.292,1.104,0.701,0.768
17.45,-0.023,3.296,1.051,0.701,0.763
17.46,-0.032,3.3,0.994,0.703,0.754
17.47,-0.041,3.303,0.938,0.706,0.747
17.48,-0.051,3.307,0.884,0.71,0.741
17.49,-0.06,3.311,0.834,0.713,0.734
17.5,-0.069,3.314,0.791,0.716,0.728
17.51,-0.079,3.318,0.754,0.719,0.721
17.52,-0.088,3.321,0.724,0.722,0.715
17.53,-0.098,3.325,0.698,0.725,0.709
17.54,-0.107,3.328,0.677,0.728,0.703
17.55,-0.116,3.331,0.66,0.731,0.698
17.56,-0.126,3.334,0.647,0.734,0.693
17.57,-0.135,3.338,0.636,0.738,0.687
17.58,-0.145,3.341,0.629,0.741,0.682
17.59,-0.154,3.344,0.624,0.744,0.677
17.6,-0.164,3.347,0.622,0.753,0.672
17.61,-0.174,3.349,0.622,0.779,0.667
17.62,-0.183,3.352,0.623,0.804,0.663
17.63,-0.193,3.355,0.627,0.826,0.658
17.64,-0.202,3.358,0.631,0.848,0.654
17.65,-0.212,3.361,0.637,0.867,0.649
17.66,-0.222,3.363,0.645,3.805,0.645
17.67,-0.231,3.366,0.654,3.806,0.641
17.68,-0.241,3.368,0.665,3.807,0.636
17.69,-0.251,3.371,0.679,3.808,0.632
17.7,-0.26,3.373,0.696,3.809,0.628
17.71,-0.27,3.375,0.716,3.811,0.625
17.72,-0.28,3.377,0.738,3.812,0.621
17.73,-0.29,3.38,0.763,3.814,0.617
17.74,-0.299,3.382,0.788,3.816,0.614
17.75,-0.309,3.384,0.812,3.818,0.61
17.76,-0.319,3.386,0.833,3.821,0.607
17.77,-0.329,3.388,0.85,3.825,0.603
17.78,-0.339,3.389,0.862,3.83,0.599
17.79,-0.349,3.391,0.868,3.835,0.596
17.8,-0.359,3.393,0.87,3.839,0.593
17.81,-0.368,3.394,0.868,3.843,0.59
17.82,-0.378,3.395,0.864,3.847,0.589
17.83,-0.388,3.397,0.86,3.851,0.59
17.84,-0.398,3.398,0.857,3.856,0.592
17.85,-0.408,3.399,0.855,3.86,0.594
17.86,-0.418,3.4,0.856,3.865,0.596
17.87,-0.428,3.401,0.858,3.871,0.599
17.88,-0.438,3.402,0.863,3.874,0.601
17.89,-0.448,3.403,0.869,3.873,0.603
17.9,-0.458,3.403,0.877,3.873,0.606
17.91,-0.468,3.404,0.886,3.873,0.609
17.92,-0.478,3.405,0.896,3.873,0.612
17.93,-0.488,3.405,0.906,3.873,0.615
17.94,-0.498,3.405,0.918,3.873,0.619
17.95,-0.508,3.406,0.931,3.874,0.622
17.96,-0.518,3.406,0.945,3.875,0.626
17.97,-0.528,3.406,0.96,3.877,0.63
17.98,-0.538,3.406,0.977,3.878,0.634
17.99,-0.548,3.406,0.997,3.88,0.638
18.0,-0.558,3.406,1.018,3.882,0.642
18.01,-0.568,3.405,1.043,3.885,0.647
18.02,-0.578,3.405,1.073,3.888,0.652
18.03,-0.588,3.405,1.107,3.891,0.657
18.04,-0.598,3.404,1.146,3.895,0.663
18.05,-0.608,3.403,1.191,3.899,0.668
18.06,-0.618,3.402,1.243,3.904,0.674
18.07,-0.628,3.401,1.299,3.907,0.681
18.08,-0.638,3.4,1.361,3.91,0.687
18.09,-0.648,3.399,1.427,3.913,0.795
18.1,-0.657,3.398,1.496,3.918,0.798
18.11,-0.667,3.396,1.57,3.923,0.801
18.12,-0.677,3.395,1.648,3.93,0.805
18.13,-0.687,3.393,1.732,3.938,0.823
18.14,-0.697,3.391,1.822,3.947,0.86
18.15,-0.707,3.389,1.919,3.957,0.803
18.16,-0.716,3.387,2.025,3.969,0.779
18.17,-0.726,3.384,2.138,1.144,0.789
18.18,-0.736,3.381,2.258,1.121,0.8
18.19,-0.745,3.379,2.383,1.095,0.814
18.2,-0.755,3.375,2.512,1.033,0.829
18.21,-0.764,3.372,2.64,0.939,0.845
18.22,-0.773,3.368,2.766,0.901,0.863
18.23,-0.783,3.365,2.886,0.889,0.883
18.24,-0.792,3.36,2.997,0.877,0.906
18.25,-0.801,3.356,3.097,0.864,0.933
18.26,-0.81,3.351,3.184,0.852,0.963
18.27,-0.818,3.346,3.256,0.84,0.997
18.28,-0.827,3.341,3.311,0.841,0.997
18.29,-0.835,3.335,3.348,0.849,0.98
18.3,-0.843,3.329,3.369,0.858,0.965
18.31,-0.851,3.323,3.373,0.868,0.952
18.32,-0.859,3.317,3.361,0.882,0.941
18.33,-0.866,3.31,3.335,0.905,0.931
18.34,-0.873,3.303,3.295,0.931,0.919
18.35,-0.88,3.296,3.243,0.958,0.894
18.36,-0.887,3.289,3.181,0.988,0.872
18.37,-0.893,3.281,3.109,2.915,0.852
18.38,-0.9,3.273,3.029,3.021,0.835
18.39,-0.906,3.265,2.943,3.134,0.819
18.4,-0.911,3.257,2.851,3.256,0.805
18.41,-0.917,3.249,2.755,3.385,0.793
18.42,-0.922,3.24,2.655,3.487,0.782
18.43,-0.927,3.231,2.554,3.574,0.772
18.44,-0.932,3.223,2.451,3.628,0.764
18.45,-0.936,3.214,2.348,3.683,0.756
18.46,-0.941,3.205,2.246,3.734,0.75
18.47,-0.945,3.196,2.145,3.761,0.739
18.48,-0.949,3.186,2.046,3.788,0.726
18.49,-0.953,3.177,1.949,3.816,0.714
18.5,-0.956,3.168,1.856,3.843,0.702
18.51,-0.96,3.158,1.766,3.86,0.692
18.52,-0.963,3.149,1.681,3.874,0.683
18.53,-0.966,3.14,1.6,3.888,0.674
18.54,-0.969,3.13,1.522,3.902,0.666
18.55,-0.972,3.12,1.45,3.908,0.658
18.56,-0.975,3.111,1.381,3.771,0.651
18.57,-0.977,3.101,1.316,3.789,0.644
18.58,-0.98,3.091,1.254,3.807,0.638
18.59,-0.982,3.082,1.195,3.825,0.632
18.6,-0.984,3.072,1.14,2.176,0.627
18.61,-0.986,3.062,1.087,2.153,0.622
18.62,-0.988,3.052,1.037,2.132,0.617
18.63,-0.99,3.043,0.991,2.114,0.613
18.64,-0.992,3.033,0.949,2.098,0.608
18.65,-0.994,3.023,0.911,2.084,0.604
18.66,-0.995,3.013,0.88,2.072,0.601
18.67,-0.997,3.003,0.857,2.062,0.597
18.68,-0.998,2.993,0.843,2.053,0.594
18.69,-1.0,2.983,0.841,2.045,0.59
18.7,-1.001,2.973,0.85,2.039,0.587
18.71,-1.002,2.963,0.871,2.034,0.584
18.72,-1.003,2.954,0.901,2.03,0.582
18.73,-1.004,2.944,0.937,2.027,0.579
18.74,-1.006,2.934,0.973,2.02,0.576
18.75,-1.007,2.924,1.003,2.01,0.573
18.76,-1.007,2.914,1.024,2.002,0.57
18.77,-1.008,2.904,1.031,1.994,0.567
18.78,-1.009,2.894,1.024,1.986,0.565
18.79,-1.009,2.884,1.005,1.978,0.563
18.8,-1.009,2.874,0.979,1.974,0.561
18.81,-1.009,2.864,0.951,1.973,0.56
18.82,-1.01,2.854,0.928,1.972,0.558
18.83,-1.01,2.844,0.914,1.972,0.557
18.84,-1.01,2.834,0.91,1.972,0.555
18.85,-1.01,2.824,0.918,1.971,0.552
18.86,-1.009,2.814,0.933,1.969,0.55
18.87,-1.009,2.804,0.953,1.965,0.547
18.88,-1.009,2.794,0.972,1.96,0.544
18.89,-1.008,2.784,0.985,1.956,0.541
18.9,-1.008,2.774,0.989,1.954,0.539
18.91,-1.007,2.764,0.98,1.952,0.537
18.92,-1.006,2.754,0.957,1.95,0.535
18.93,-1.005,2.744,0.92,1.946,0.534
18.94,-1.004,2.734,0.869,1.942,0.532
18.95,-1.003,2.724,0.806,1.939,0.53
18.96,-1.002,2.714,0.735,1.938,0.529
18.97,-1.001,2.704,0.659,1.938,0.529
18.98,-0.999,2.694,0.584,1.938,0.528
18.99,-0.998,2.684,0.511,1.939,0.527
19.0,-0.996,2.674,0.446,1.939,0.526
19.01,-0.995,2.665,0.389,1.94,0.526
19.02,-0.994,2.655,0.341,1.941,0.525
19.03,-0.992,2.645,0.303,1.942,0.525
19.04,-0.99,2.635,0.274,1.943,0.524
19.05,-0.989,2.625,0.252,1.944,0.524
19.06,-0.987,2.615,0.238,1.945,0.523
19.07,-0.986,2.605,0.23,1.946,0.523
19.08,-0.984,2.595,0.227,1.947,0.523
19.09,-0.982,2.586,0.23,1.948,0.522
19.1,-0.981,2.576,0.235,1.949,0.522
19.11,-0.979,2.566,0.241,1.95,0.522
19.12,-0.977,2.556,0.245,1.952,0.521
19.13,-0.976,2.546,0.243,1.953,0.521
19.14,-0.974,2.536,0.233,1.953,0.521
19.15,-0.972,2.526,0.212,0.675,0.521
19.16,-0.97,2.517,0.18,0.597,0.52
19.17,-0.968,2.507,0.139,0.592,0.52
19.18,-0.966,2.497,0.091,0.585,0.52
19.19,-0.965,2.487,0.042,0.575,0.52
19.2,-0.963,2.477,-0.004,0.565,0.52
19.21,-0.961,2.468,-0.044,0.555,0.52
19.22,-0.959,2.458,-0.075,0.546,0.52
19.23,-0.957,2.448,-0.098,0.537,0.52
19.24,-0.955,2.438,-0.112,0.528,0.52
19.25,-0.953,2.428,-0.121,0.521,0.52
19.26,-0.952,2.418,-0.127,0.52,0.519
19.27,-0.95,2.409,-0.131,0.52,0.519
19.28,-0.948,2.399,-0.135,0.52,0.519
19.29,-0.946,2.389,-0.14,0.52,0.519
19.3,-0.944,2.379,-0.145,0.52,0.519
19.31,-0.943,2.369,-0.15,0.52,0.518
19.32,-0.941,2.359,-0.154,0.52,0.518
19.33,-0.939,2.349,-0.155,0.52,0.518
19.34,-0.938,2.34,-0.154,0.52,0.518
19.35,-0.936,2.33,-0.149,0.52,0.518
19.36,-0.934,2.32,-0.141,0.52,0.517
19.37,-0.933,2.31,-0.13,0.521,0.517
19.38,-0.931,2.3,-0.118,0.521,0.517
19.39,-0.929,2.29,-0.106,0.521,0.516
19.4,-0.928,2.28,-0.095,0.521,0.516
19.41,-0.926,2.271,-0.086,0.521,0.516
19.42,-0.925,2.261,-0.08,0.517,0.515
19.43,-0.923,2.251,-0.077,0.512,0.515
19.44,-0.921,2.241,-0.076,0.508,0.514
19.45,-0.92,2.231,-0.078,0.503,0.514
19.46,-0.918,2.221,-0.082,0.499,0.514
19.47,-0.917,2.211,-0.088,0.494,0.513
19.48,-0.915,2.201,-0.095,0.49,0.513
19.49,-0.914,2.192,-0.102,0.497,0.512
19.5,-0.912,2.182,-0.109,0.503,0.512
19.51,-0.911,2.172,-0.115,0.51,0.512
19.52,-0.909,2.162,-0.12,0.517,0.511
19.53,-0.907,2.152,-0.124,0.522,0.511
19.54,-0.906,2.142,-0.125,0.523,0.51
19.55,-0.905,2.132,-0.123,0.524,0.51
19.56,-0.903,2.122,-0.118,0.525,0.509
19.57,-0.902,2.112,-0.111,0.526,0.509
19.58,-0.9,2.103,-0.1,0.527,0.508
19.59,-0.899,2.093,-0.087,0.528,0.508
19.6,-0.897,2.083,-0.073,0.529,0.507
19.61,-0.896,2.073,-0.057,0.53,0.507
19.62,-0.895,2.063,-0.042,0.531,0.506
19.63,-0.893,2.053,-0.026,0.532,0.505
19.64,-0.892,2.043,-0.013,0.533,0.505
19.65,-0.89,2.033,-0.0,0.534,0.504
19.66,-0.889,2.023,0.01,0.535,0.504
19.67,-0.888,2.013,0.018,0.536,0.503
19.68,-0.886,2.004,0.024,0.537,0.503
19.69,-0.885,1.994,0.027,0.538,0.502
19.7,-0.883,1.984,0.027,0.539,0.501
19.71,-0.882,1.974,0.026,0.54,0.501
19.72,-0.881,1.964,0.022,0.541,0.5
19.73,-0.879,1.954,0.016,0.542,0.5
19.74,-0.878,1.944,0.009,0.543,0.499
19.75,-0.876,1.934,0.001,0.543,0.499
19.76,-0.875,1.924,-0.007,0.544,0.498
19.77,-0.874,1.914,-0.017,0.545,0.497
19.78,-0.872,1.905,-0.026,0.547,0.497
19.79,-0.871,1.895,-0.036,0.552,0.496
19.8,-0.869,1.885,-0.046,0.558,0.496
19.81,-0.868,1.875,-0.056,0.563,0.495
19.82,-0.866,1.865,-0.066,0.569,0.495
19.83,-0.865,1.855,-0.076,0.574,0.494
19.84,-0.864,1.845,-0.085,0.58,0.494
19.85,-0.862,1.835,-0.093,0.586,0.493
19.86,-0.861,1.825,-0.1,0.592,0.492
19.87,-0.86,1.815,-0.104,0.598,0.492
19.88,-0.858,1.806,-0.106,0.603,0.491
19.89,-0.857,1.796,-0.105,0.609,0.491
19.9,-0.856,1.786,-0.101,0.615,0.49
19.91,-0.854,1.776,-0.094,0.622,0.489
19.92,-0.853,1.766,-0.084,0.628,0.489
19.93,-0.852,1.756,-0.071,0.634,0.488
19.94,-0.85,1.746,-0.058,0.639,0.487
19.95,-0.849,1.736,-0.044,0.642,0.487
19.96,-0.848,1.726,-0.03,0.644,0.486
19.97,-0.847,1.716,-0.018,0.646,0.485
19.98,-0.845,1.706,-0.008,0.649,0.487
19.99,-0.844,1.696,0.0,0.651,0.496
20.0,-0.843,1.687,0.007,0.654,0.504
20.01,-0.841,1.677,0.011,0.656,0.513
20.02,-0.84,1.667,0.015,0.658,0.521
20.03,-0.839,1.657,0.017,0.661,0.571
20.04,-0.838,1.647,0.019,0.663,0.571
20.05,-0.836,1.637,0.021,0.665,0.57
20.06,-0.835,1.627,0.022,0.668,0.57
20.07,-0.834,1.617,0.023,0.67,0.569
20.08,-0.833,1.607,0.024,0.672,0.569
20.09,-0.831,1.597,0.025,0.675,0.569
20.1,-0.83,1.587,0.026,0.677,0.568
20.11,-0.829,1.577,0.028,0.679,0.568
20.12,-0.827,1.568,0.029,0.681,0.567
20.13,-0.826,1.558,0.03,0.684,0.567
20.14,-0.825,1.548,0.031,0.686,0.566
20.15,-0.823,1.538,0.033,0.688,0.566
20.16,-0.822,1.528,0.034,0.691,0.566
20.17,-0.821,1.518,0.035,0.693,0.565
20.18,-0.82,1.508,0.036,0.695,0.565
20.19,-0.818,1.498,0.038,0.698,0.564
20.2,-0.817,1.488,0.038,0.7,0.564
20.21,-0.816,1.478,0.039,0.702,0.564
20.22,-0.814,1.468,0.038,0.704,0.563
20.23,-0.813,1.458,0.036,0.707,0.563
20.24,-0.812,1.449,0.031,0.709,0.562
20.25,-0.81,1.439,0.023,0.711,0.562
20.26,-0.809,1.429,0.011,0.713,0.562
20.27,-0.807,1.419,-0.007,0.715,0.561
20.28,-0.806,1.409,-0.031,0.718,0.561
20.29,-0.805,1.399,-0.061,0.72,0.561
20.3,-0.803,1.389,-0.097,0.722,0.56
20.31,-0.802,1.379,-0.137,0.724,0.56
20.32,-0.801,1.369,-0.178,0.726,0.56
20.33,-0.799,1.359,-0.219,0.729,0.559
20.34,-0.798,1.349,-0.255,0.732,0.559
20.35,-0.797,1.34,-0.284,0.736,0.608
20.36,-0.795,1.33,-0.306,0.739,0.633
20.37,-0.794,1.32,-0.319,0.742,0.629
20.38,-0.793,1.31,-0.324,0.745,0.626
20.39,-0.792,1.3,-0.322,0.748,0.622
20.4,-0.791,1.29,-0.314,0.756,0.618
20.41,-0.79,1.28,-0.301,0.765,0.614
20.42,-0.789,1.27,-0.284,0.774,0.61
20.43,-0.788,1.26,-0.265,0.783,0.607
20.44,-0.787,1.25,-0.243,0.792,0.603
20.45,-0.786,1.24,-0.219,0.801,0.605
20.46,-0.785,1.23,-0.193,0.81,0.608
20.47,-0.784,1.22,-0.166,0.819,0.61
20.48,-0.783,1.21,-0.137,0.828,0.613
20.49,-0.782,1.2,-0.108,0.836,0.616
20.5,-0.782,1.19,-0.078,0.845,0.619
20.51,-0.781,1.18,-0.048,0.853,0.622
20.52,-0.78,1.17,-0.018,0.86,0.625
20.53,-0.779,1.16,0.011,0.868,0.628
20.54,-0.778,1.15,0.04,0.876,0.631
20.55,-0.777,1.141,0.068,0.883,0.635
20.56,-0.777,1.131,0.095,0.89,0.638
20.57,-0.776,1.121,0.122,0.897,0.641
20.58,-0.775,1.111,0.148,0.904,0.645
20.59,-0.774,1.101,0.173,0.91,0.648
20.6,-0.773,1.091,0.198,0.916,0.652
20.61,-0.772,1.081,0.222,0.922,0.655
20.62,-0.771,1.071,0.245,0.928,0.659
20.63,-0.77,1.061,0.268,0.934,0.663
20.64,-0.769,1.051,0.29,0.939,0.667
20.65,-0.768,1.041,0.311,0.941,0.671
20.66,-0.767,1.031,0.33,0.943,0.675
20.67,-0.766,1.021,0.348,0.946,0.679
20.68,-0.765,1.011,0.362,0.948,0.683
20.69,-0.764,1.001,0.372,0.95,0.688
20.7,-0.763,0.991,0.378,0.952,0.692
20.71,-0.761,0.981,0.377,0.954,0.696
20.72,-0.76,0.971,0.37,0.955,0.699
20.73,-0.759,0.962,0.356,0.957,0.702
20.74,-0.757,0.952,0.336,0.959,0.705
20.75,-0.756,0.942,0.312,0.96,0.708
20.76,-0.754,0.932,0.287,0.962,0.712
20.77,-0.753,0.922,0.265,0.964,0.714
20.78,-0.751,0.912,0.248,0.967,0.717
20.79,-0.75,0.902,0.24,0.97,0.719
20.8,-0.748,0.892,0.244,0.972,0.722
20.81,-0.747,0.882,0.26,0.975,0.725
20.82,-0.745,0.873,0.288,0.978,0.727
20.83,-0.744,0.863,0.325,0.979,0.73
20.84,-0.742,0.853,0.371,0.977,0.733
20.85,-0.741,0.843,0.421,0.975,0.736
20.86,-0.739,0.833,0.472,0.974,0.74
20.87,-0.737,0.823,0.521,0.973,0.744
20.88,-0.735,0.813,0.568,0.972,0.748
20.89,-0.734,0.804,0.61,0.97,0.752
20.9,-0.732,0.794,0.647,0.969,0.756
20.91,-0.73,0.784,0.68,0.968,0.761
20.92,-0.728,0.774,0.708,0.967,0.765
20.93,-0.726,0.764,0.732,0.966,0.77
20.94,-0.723,0.755,0.751,0.965,0.775
20.95,-0.721,0.745,0.765,0.965,0.78
20.96,-0.719,0.735,0.775,0.964,0.786
20.97,-0.716,0.725,0.779,0.963,0.792
20.98,-0.714,0.716,0.779,0.962,0.797
20.99,-0.711,0.706,0.777,0.962,0.804
21.0,-0.709,0.696,0.774,0.961,0.81
21.01,-0.706,0.687,0.776,0.961,0.817
21.02,-0.703,0.677,0.786,0.96,0.824
21.03,-0.7,0.668,0.806,0.958,0.829
21.04,-0.697,0.658,0.84,0.955,0.834
21.05,-0.694,0.649,0.886,0.951,0.839
21.06,-0.691,0.639,0.943,0.951,0.845
21.07,-0.688,0.629,1.008,0.95,0.854
21.08,-0.685,0.62,1.074,0.951,0.863
21.09,-0.682,0.611,1.139,0.953,0.874
21.1,-0.678,0.601,1.199,0.954,0.884
21.11,-0.674,0.592,1.251,0.955,0.894
21.12,-0.671,0.583,1.295,0.957,0.905
21.13,-0.667,0.573,1.332,0.958,0.917
21.14,-0.663,0.564,1.362,0.96,0.929
21.15,-0.659,0.555,1.387,0.962,0.942
21.16,-0.655,0.546,1.41,0.964,0.955
21.17,-0.65,0.537,1.43,0.967,0.97
21.18,-0.646,0.528,1.45,0.969,0.984
21.19,-0.641,0.519,1.47,0.972,1.0
21.2,-0.636,0.51,1.491,0.975,1.016
21.21,-0.632,0.502,1.512,0.978,1.033
21.22,-0.627,0.493,1.534,0.981,1.051
21.23,-0.622,0.484,1.556,0.985,1.07
21.24,-0.616,0.476,1.579,0.99,1.09
21.25,-0.611,0.467,1.602,0.994,1.105
21.26,-0.605,0.459,1.625,1.0,1.095
21.27,-0.6,0.451,1.647,1.001,1.086
21.28,-0.594,0.443,1.667,1.002,1.077
21.29,-0.588,0.435,1.687,1.003,1.068
21.3,-0.582,0.427,1.704,1.005,1.06
21.31,-0.576,0.419,1.72,1.007,1.053
21.32,-0.569,0.411,1.735,1.009,1.042
21.33,-0.563,0.403,1.747,1.011,1.025
21.34,-0.556,0.396,1.757,1.013,1.009
21.35,-0.55,0.389,1.765,1.016,0.993
21.36,-0.543,0.381,1.771,1.019,0.979
21.37,-0.536,0.374,1.775,1.022,0.965
21.38,-0.529,0.367,1.776,1.025,0.952
21.39,-0.521,0.36,1.775,1.028,0.939
21.4,-0.514,0.354,1.772,1.032,0.927
21.41,-0.506,0.347,1.766,1.035,0.916
21.42,-0.499,0.34,1.757,1.039,0.906
21.43,-0.491,0.334,1.745,1.043,0.896
21.44,-0.483,0.328,1.731,1.045,0.887
21.45,-0.475,0.322,1.713,1.047,0.878
21.46,-0.467,0.316,1.693,1.049,0.87
21.47,-0.459,0.31,1.67,1.05,0.863
21.48,-0.451,0.304,1.645,1.052,0.856
21.49,-0.443,0.299,1.618,1.054,0.849
21.5,-0.434,0.294,1.59,1.056,0.844
21.51,-0.426,0.288,1.562,1.058,0.838
21.52,-0.417,0.283,1.535,1.06,0.833
21.53,-0.408,0.278,1.509,1.062,0.829
21.54,-0.4,0.273,1.486,1.063,0.825
21.55,-0.391,0.269,1.466,1.065,0.82
21.56,-0.382,0.264,1.452,1.067,0.811
21.57,-0.373,0.26,1.444,1.069,0.802
21.58,-0.364,0.255,1.443,1.071,0.793
21.59,-0.355,0.251,1.448,1.073,0.785
21.6,-0.346,0.247,1.458,1.075,0.777
21.61,-0.337,0.243,1.47,1.077,0.77
21.62,-0.327,0.239,1.479,1.078,0.763
21.63,-0.318,0.235,1.481,1.08,0.756
21.64,-0.309,0.232,1.471,1.085,0.748
21.65,-0.299,0.228,1.446,1.092,0.74
21.66,-0.29,0.225,1.404,1.099,0.734
21.67,-0.28,0.222,1.345,1.103,0.728
21.68,-0.271,0.219,1.274,1.106,0.723
21.69,-0.261,0.216,1.194,1.108,0.719
21.7,-0.252,0.214,1.111,1.109,0.715
21.71,-0.242,0.211,1.03,1.108,0.712
21.72,-0.232,0.209,0.955,1.108,0.709
21.73,-0.223,0.206,0.888,1.107,0.706
21.74,-0.213,0.204,0.83,1.106,0.703
21.75,-0.203,0.202,0.781,1.105,0.701
21.76,-0.193,0.199,0.741,1.103,0.698
21.77,-0.184,0.197,0.707,1.101,0.696
21.78,-0.174,0.195,0.677,1.1,0.693
21.79,-0.164,0.193,0.651,1.098,0.691
21.8,-0.154,0.191,0.628,1.095,0.689
21.81,-0.144,0.189,0.605,1.093,0.687
21.82,-0.134,0.187,0.584,1.09,0.686
21.83,-0.125,0.186,0.564,1.087,0.683
21.84,-0.115,0.184,0.543,1.084,0.68
21.85,-0.105,0.182,0.523,1.081,0.677
21.86,-0.095,0.181,0.502,1.077,0.674
21.87,-0.085,0.179,0.482,1.074,0.671
21.88,-0.075,0.178,0.461,1.07,0.669
21.89,-0.065,0.176,0.439,1.065,0.666
21.9,-0.055,0.175,0.417,1.061,0.664
21.91,-0.046,0.173,0.393,1.056,0.661
21.92,-0.036,0.172,0.369,1.051,0.659
21.93,-0.026,0.171,0.345,1.046,0.657
21.94,-0.016,0.169,0.32,1.041,0.655
21.95,-0.006,0.168,0.296,1.035,0.653
21.96,0.004,0.167,0.273,1.03,0.651
21.97,0.014,0.166,0.252,1.022,0.649
