s,x,y,kappa,n_l,n_r
8.8,6.275,3.464,0.696,0.599,0.832
8.85,6.249,3.507,0.7,0.599,0.838
8.9,6.222,3.549,0.7,0.598,0.843
8.95,6.193,3.59,0.697,0.597,0.848
9.0,6.163,3.63,0.691,0.597,0.852
9.05,6.131,3.669,0.684,0.596,0.856
9.1,6.098,3.706,0.674,0.595,0.859
9.15,6.064,3.743,0.664,0.595,0.862
9.2,6.029,3.778,0.653,0.594,0.864
9.25,5.993,3.813,0.642,0.594,0.865
9.3,5.955,3.846,0.631,0.593,0.866
9.35,5.917,3.878,0.62,0.592,0.867
9.4,5.877,3.908,0.61,0.592,0.867
9.45,5.837,3.938,0.6,0.591,0.866
9.5,5.795,3.966,0.592,0.591,0.865
9.55,5.753,3.993,0.584,0.59,0.864
9.6,5.71,4.019,0.578,0.589,0.862
9.65,5.667,4.043,0.573,0.589,0.859
9.7,5.623,4.067,0.568,0.588,0.856
9.75,5.578,4.088,0.565,0.587,0.853
9.8,5.532,4.109,0.563,0.587,0.849
9.85,5.486,4.129,0.562,0.586,0.845
9.9,5.439,4.147,0.563,0.585,0.841
9.95,5.392,4.163,0.565,0.584,0.836
10.0,5.345,4.179,0.567,0.583,0.831
10.05,5.297,4.193,0.571,0.582,0.825
10.1,5.248,4.206,0.577,0.58,0.819
10.15,5.2,4.217,0.583,0.579,0.812
10.2,5.151,4.227,0.59,0.577,0.805
10.25,5.101,4.235,0.598,0.576,0.797
10.3,5.052,4.242,0.607,0.574,0.789
10.35,5.002,4.248,0.616,0.572,0.781
10.4,4.952,4.252,0.625,0.569,0.772
10.45,4.902,4.254,0.634,0.567,0.763
10.5,4.852,4.255,0.642,0.565,0.754
10.55,4.802,4.254,0.648,0.562,0.744
10.6,4.752,4.252,0.653,0.559,0.734
10.65,4.703,4.248,0.655,0.556,0.723
10.7,4.653,4.242,0.653,0.553,0.712
10.75,4.604,4.235,0.648,0.55,0.701
10.8,4.554,4.226,0.637,0.547,0.69
10.85,4.505,4.215,0.62,0.544,0.679
10.9,4.457,4.203,0.598,0.54,0.668
10.95,4.409,4.19,0.57,0.537,0.657
11.0,4.361,4.175,0.537,0.534,0.645
11.05,4.314,4.159,0.499,0.531,0.634
11.1,4.267,4.142,0.457,0.528,0.623
11.15,4.22,4.123,0.413,0.526,0.613
11.2,4.174,4.104,0.367,0.523,0.602
11.25,4.128,4.084,0.321,0.521,0.592
11.3,4.083,4.063,0.275,0.52,0.582
11.35,4.038,4.041,0.23,0.518,0.572
11.4,3.993,4.019,0.187,0.518,0.563
11.45,3.948,3.997,0.146,0.517,0.554
11.5,3.904,3.974,0.107,0.517,0.545
11.55,3.859,3.951,0.07,0.518,0.537
11.6,3.815,3.928,0.035,0.519,0.529
11.65,3.771,3.905,0.003,0.521,0.521
11.7,3.726,3.882,-0.028,0.523,0.514
11.75,3.682,3.858,-0.058,0.526,0.508
11.8,3.638,3.835,-0.086,0.529,0.502
11.85,3.593,3.813,-0.112,0.533,0.496
11.9,3.549,3.79,-0.138,0.537,0.49
11.95,3.504,3.768,-0.162,0.542,0.485
12.0,3.459,3.746,-0.185,0.547,0.481
12.05,3.414,3.724,-0.207,0.553,0.476
12.1,3.368,3.703,-0.228,0.559,0.472
12.15,3.323,3.683,-0.248,0.565,0.469
12.2,3.277,3.663,-0.266,0.571,0.465
12.25,3.231,3.643,-0.284,0.577,0.462
12.3,3.184,3.625,-0.301,0.583,0.46
12.35,3.138,3.607,-0.316,0.59,0.457
12.4,3.091,3.59,-0.33,0.596,0.455
12.45,3.044,3.573,-0.344,0.602,0.453
12.5,2.996,3.557,-0.356,0.607,0.452
12.55,2.948,3.543,-0.367,0.613,0.45
12.6,2.9,3.529,-0.376,0.618,0.449
12.65,2.852,3.516,-0.385,0.623,0.448
12.7,2.804,3.504,-0.393,0.627,0.447
12.75,2.755,3.492,-0.4,0.631,0.446
12.8,2.706,3.482,-0.406,0.635,0.446
12.85,2.657,3.473,-0.412,0.638,0.445
12.9,2.607,3.465,-0.417,0.641,0.445
12.95,2.558,3.458,-0.422,0.644,0.445
13.0,2.508,3.452,-0.426,0.646,0.444
13.05,2.459,3.447,-0.43,0.648,0.444
13.1,2.409,3.443,-0.434,0.65,0.444
13.15,2.359,3.44,-0.437,0.651,0.443
13.2,2.309,3.438,-0.441,0.652,0.442
13.25,2.259,3.438,-0.444,0.652,0.442
13.3,2.209,3.438,-0.447,0.652,0.441
13.35,2.159,3.44,-0.45,0.651,0.44
13.4,2.109,3.442,-0.452,0.651,0.439
13.45,2.059,3.446,-0.454,0.649,0.438
13.5,2.009,3.451,-0.456,0.648,0.437
13.55,1.96,3.457,-0.457,0.645,0.436
13.6,1.91,3.464,-0.457,0.643,0.435
13.65,1.861,3.473,-0.456,0.64,0.434
13.7,1.812,3.482,-0.453,0.636,0.433
13.75,1.763,3.493,-0.449,0.632,0.431
13.8,1.714,3.505,-0.444,0.627,0.43
13.85,1.666,3.517,-0.436,0.622,0.429
13.9,1.618,3.531,-0.427,0.617,0.429
13.95,1.57,3.546,-0.416,0.611,0.428
14.0,1.523,3.562,-0.403,0.605,0.428
14.05,1.476,3.579,-0.388,0.599,0.428
14.1,1.429,3.596,-0.371,0.592,0.429
14.15,1.382,3.615,-0.352,0.585,0.43
14.2,1.336,3.634,-0.331,0.579,0.431
14.25,1.291,3.654,-0.308,0.572,0.433
14.3,1.245,3.675,-0.284,0.565,0.435
14.35,1.2,3.697,-0.258,0.558,0.438
14.4,1.155,3.719,-0.231,0.551,0.441
14.45,1.111,3.741,-0.203,0.544,0.445
14.5,1.066,3.764,-0.174,0.538,0.45
14.55,1.022,3.788,-0.144,0.532,0.455
14.6,0.978,3.811,-0.113,0.526,0.461
14.65,0.934,3.835,-0.081,0.52,0.467
14.7,0.89,3.86,-0.048,0.515,0.474
14.75,0.847,3.884,-0.014,0.509,0.482
14.8,0.803,3.908,0.021,0.505,0.49
14.85,0.759,3.932,0.057,0.5,0.499
14.9,0.715,3.957,0.093,0.496,0.508
14.95,0.671,3.98,0.131,0.492,0.518
15.0,0.627,4.004,0.17,0.489,0.528
15.05,0.583,4.027,0.211,0.485,0.539
15.1,0.539,4.05,0.252,0.482,0.55
15.15,0.494,4.072,0.294,0.479,0.561
15.2,0.449,4.094,0.338,0.476,0.573
15.25,0.403,4.115,0.383,0.474,0.585
15.3,0.357,4.135,0.428,0.472,0.596
15.35,0.311,4.154,0.473,0.469,0.608
15.4,0.264,4.172,0.519,0.467,0.62
15.45,0.217,4.188,0.564,0.465,0.631
15.5,0.17,4.203,0.609,0.463,0.642
15.55,0.122,4.217,0.652,0.461,0.653
15.6,0.073,4.23,0.693,0.459,0.664
15.65,0.024,4.24,0.731,0.458,0.674
15.7,-0.025,4.249,0.766,0.456,0.683
15.75,-0.074,4.256,0.799,0.454,0.692
15.8,-0.124,4.261,0.828,0.453,0.7
15.85,-0.174,4.264,0.853,0.451,0.708
15.9,-0.224,4.264,0.875,0.45,0.715
15.95,-0.274,4.263,0.894,0.449,0.722
16.0,-0.324,4.259,0.911,0.447,0.728
16.05,-0.374,4.253,0.926,0.446,0.733
16.1,-0.423,4.245,0.939,0.445,0.737
16.15,-0.472,4.234,0.95,0.444,0.741
16.2,-0.52,4.221,0.961,0.443,0.745
16.25,-0.568,4.206,0.971,0.443,0.747
16.3,-0.615,4.189,0.98,0.442,0.75
16.35,-0.66,4.169,0.989,0.442,0.751
16.4,-0.705,4.147,0.997,0.442,0.752
16.45,-0.749,4.123,1.004,0.442,0.753
16.5,-0.792,4.096,1.008,0.442,0.753
16.55,-0.833,4.068,1.011,0.443,0.752
16.6,-0.872,4.037,1.01,0.443,0.751
16.65,-0.91,4.005,1.007,0.445,0.75
16.7,-0.947,3.97,0.999,0.446,0.748
16.75,-0.981,3.934,0.987,0.448,0.746
16.8,-1.014,3.896,0.971,0.45,0.743
16.85,-1.045,3.857,0.951,0.453,0.74
16.9,-1.074,3.816,0.926,0.456,0.736
16.95,-1.101,3.774,0.898,0.459,0.732
17.0,-1.126,3.731,0.866,0.463,0.728
17.05,-1.149,3.687,0.832,0.467,0.724
17.1,-1.17,3.641,0.796,0.471,0.719
17.15,-1.19,3.595,0.758,0.476,0.715
17.2,-1.208,3.549,0.719,0.48,0.71
17.25,-1.224,3.501,0.679,0.486,0.706
17.3,-1.238,3.453,0.64,0.491,0.701
17.35,-1.251,3.405,0.601,0.497,0.697
17.4,-1.262,3.356,0.563,0.502,0.693
17.45,-1.272,3.307,0.526,0.508,0.689
17.5,-1.281,3.258,0.49,0.514,0.685
17.55,-1.289,3.209,0.456,0.52,0.682
17.6,-1.295,3.159,0.423,0.526,0.678
17.65,-1.301,3.109,0.391,0.532,0.675
17.7,-1.305,3.06,0.361,0.538,0.673
17.75,-1.309,3.01,0.333,0.543,0.67
17.8,-1.311,2.96,0.306,0.549,0.668
17.85,-1.313,2.91,0.281,0.555,0.665
17.9,-1.315,2.86,0.257,0.56,0.663
17.95,-1.315,2.81,0.234,0.565,0.661
18.0,-1.315,2.76,0.213,0.569,0.659
18.05,-1.315,2.71,0.192,0.574,0.656
18.1,-1.314,2.66,0.174,0.578,0.654
18.15,-1.312,2.61,0.156,0.582,0.651
18.2,-1.31,2.56,0.139,0.586,0.649
18.25,-1.308,2.51,0.124,0.589,0.646
18.3,-1.306,2.46,0.109,0.592,0.643
18.35,-1.303,2.41,0.096,0.595,0.64
18.4,-1.3,2.36,0.083,0.597,0.637
18.45,-1.297,2.31,0.072,0.599,0.634
18.5,-1.294,2.26,0.061,0.601,0.631
18.55,-1.29,2.211,0.051,0.602,0.627
18.6,-1.286,2.161,0.043,0.604,0.624
18.65,-1.283,2.111,0.036,0.605,0.622
18.7,-1.279,2.061,0.029,0.605,0.619
18.75,-1.275,2.011,0.024,0.606,0.617
18.8,-1.271,1.961,0.021,0.606,0.615
18.85,-1.267,1.911,0.019,0.606,0.613
18.9,-1.263,1.862,0.018,0.606,0.612
18.95,-1.259,1.812,0.019,0.605,0.612
19.0,-1.255,1.762,0.022,0.605,0.612
19.05,-1.25,1.712,0.027,0.604,0.612
19.1,-1.246,1.662,0.034,0.603,0.614
19.15,-1.242,1.613,0.043,0.602,0.616
19.2,-1.237,1.563,0.054,0.601,0.619
19.25,-1.233,1.513,0.068,0.6,0.623
19.3,-1.228,1.463,0.085,0.598,0.628
19.35,-1.223,1.413,0.104,0.597,0.633
19.4,-1.218,1.364,0.126,0.595,0.639
19.45,-1.212,1.314,0.151,0.594,0.646
19.5,-1.206,1.264,0.179,0.593,0.653
19.55,-1.2,1.215,0.211,0.591,0.661
19.6,-1.193,1.165,0.245,0.59,0.669
19.65,-1.185,1.116,0.281,0.589,0.678
19.7,-1.177,1.066,0.321,0.587,0.688
19.75,-1.168,1.017,0.363,0.586,0.697
19.8,-1.158,0.968,0.408,0.585,0.707
19.85,-1.148,0.919,0.455,0.584,0.717
19.9,-1.136,0.871,0.503,0.583,0.726
19.95,-1.122,0.823,0.553,0.582,0.736
20.0,-1.108,0.775,0.604,0.582,0.745
20.05,-1.092,0.727,0.656,0.581,0.754
20.1,-1.074,0.681,0.708,0.58,0.762
20.15,-1.055,0.634,0.76,0.579,0.769
20.2,-1.034,0.589,0.811,0.579,0.776
20.25,-1.012,0.544,0.86,0.578,0.781
20.3,-0.987,0.501,0.908,0.577,0.786
20.35,-0.961,0.459,0.954,0.576,0.789
20.4,-0.932,0.417,0.997,0.575,0.791
20.45,-0.902,0.378,1.036,0.574,0.792
20.5,-0.869,0.34,1.07,0.573,0.792
20.55,-0.834,0.304,1.099,0.572,0.79
20.6,-0.798,0.27,1.121,0.571,0.787
20.65,-0.76,0.238,1.136,0.569,0.783
20.7,-0.719,0.208,1.141,0.568,0.778
20.75,-0.678,0.18,1.137,0.567,0.772
20.8,-0.634,0.155,1.121,0.565,0.765
20.85,-0.59,0.132,1.093,0.564,0.757
20.9,-0.544,0.112,1.052,0.563,0.749
20.95,-0.497,0.095,0.999,0.561,0.74
21.0,-0.45,0.079,0.935,0.56,0.731
21.05,-0.402,0.066,0.863,0.559,0.721
21.1,-0.353,0.055,0.784,0.558,0.711
21.15,-0.304,0.046,0.702,0.557,0.702
21.2,-0.254,0.039,0.62,0.556,0.692
21.25,-0.204,0.033,0.54,0.555,0.682
21.3,-0.155,0.028,0.466,0.555,0.673
21.35,-0.105,0.025,0.398,0.555,0.664
21.4,-0.055,0.023,0.338,0.555,0.656
21.45,-0.005,0.021,0.226,0.555,0.648
21.5,0.045,0.021,0.142,0.555,0.64
