x,y,yaw,v
0.16175296328239,3.84942142171424,1.17990846269726,1
0.16479029421117,3.85679191726041,1.13772547210649,1
0.168199127033481,3.86416486887213,1.09701148010236,1
0.171977863705188,3.87153461215432,1.05781365590931,1
0.176125300322253,3.87889760751271,1.02037955692454,1
0.180639246982312,3.88625316014649,0.984960996862883,1
0.185516133946347,3.89360295371546,0.951515979587863,1
0.190751122002043,3.90094697475384,0.919829519236435,1
0.196338858676957,3.90828255155433,0.889549618597781,1
0.202274676988381,3.91560416513333,0.860508466128384,1
0.208554620971773,3.92290617664663,0.832736668449192,1
0.215175181761781,3.93018521565412,0.806499419964651,1
0.22213134155887,3.93744131652892,0.782007200941511,1
0.229415517197405,3.94467625819707,0.759293726852911,1
0.237017753535531,3.95189160206737,0.738186274003239,1
0.244926606416788,3.95908683235326,0.718303518534365,1
0.253131416806688,3.96625841802503,0.699396719059691,1
0.261622818803596,3.97340187470756,0.68127691751742,1
0.270392843181875,3.98051239556946,0.663969872295571,1
0.279434158133276,3.98758709510443,0.64754366555148,1
0.288739207297557,3.99462483633946,0.631978030771716,1
0.298299267892395,4.00162422205713,0.617183412371458,1
0.308103926359203,4.00858224914171,0.602966989190623,1
0.318141245731831,4.01549295706642,0.589217135715427,1
0.328398441209711,4.02234909642225,0.575904005216983,1
0.338864069703576,4.02914474193948,0.563090748305586,1
0.349528628492522,4.03587688889933,0.550842223909768,1
0.360384705137017,4.04254539276403,0.539158311719169,1
0.371425753424583,4.04915109825876,0.52808229463765,1
0.382644429837535,4.0556954441436,0.51754962181081,1
0.394032423425974,4.0621787735644,0.507566616467215,1
0.4055804818475,4.06860143765503,0.49799923143095,1
0.417279345996199,4.07496219703954,0.488639970257732,1
0.429120206888106,4.08125730133141,0.479318422307882,1
0.441094704929593,4.08748098492163,0.469889976828398,1
0.453194870525865,4.09362578167522,0.460464818957878,1
0.465412887261839,4.09968625788564,0.45127101372669,1
0.477741211698132,4.10566085515637,0.442590394868731,1
0.490172685863176,4.11155273882972,0.43452683911187,1
0.502700566938426,4.11736707179997,0.426952860737949,1
0.515318410082898,4.12310740944873,0.419572314835776,1
0.528019343080408,4.12877278339294,0.412140078821583,1
0.540795932295857,4.1343584261699,0.40469830397688,1
0.553640273828131,4.13986020260382,0.397473055170957,1
0.566544609389172,4.14527767165635,0.390750299156861,1
0.579502266079412,4.15061534846384,0.384580378700477,1
0.592507656133488,4.15587906656416,0.378704040187497,1
0.605556185966616,4.16107121741868,0.372787810834541,1
0.61864417038097,4.16618958580302,0.366587184631146,1
0.631768754636493,4.17122866630726,0.360153204131028,1
0.64492784324365,4.17618408657236,0.354231714510774,1
0.658115639498039,4.18106134924608,0.348285866308678,1
0.671320431295951,4.18585583976765,0.342788550371523,1
0.684542524966321,4.19057450704083,0.337665784478255,1
0.697781094982037,4.19522273769391,0.332794912740391,1
0.711034337342691,4.19980373004983,0.328054832930593,1
0.724299607561295,4.20431860365485,0.323334476026265,1
0.737573544309835,4.20876662257056,0.318541097937718,1
0.750852179691114,4.21314553235971,0.313603993531253,1
0.764131299429496,4.21745202941659,0.308632383195917,1
0.777408424779717,4.22168504540043,0.303814330488386,1
0.790683481785125,4.22584704826356,0.299318518092081,1
0.803958535623905,4.22994359334024,0.295232817157345,1
0.817236414261479,4.23398166912214,0.291450776916184,1
0.830517982239553,4.23796605240003,0.287895000733051,1
0.843802008272101,4.24189974173408,0.284498066229518,1
0.857085521814223,4.24578424844485,0.281202543277068,1
0.870365630894774,4.249620297664,0.277908407645912,1
