x,y,yaw,v
-0.928596419748241,3.23182554087216,-1.58110811415324,1.5
-0.928926477055883,3.19981890638358,-1.55142417583408,1.5
-0.92826943315327,3.16590621852449,-1.53684687867684,1.5
-0.927048839506002,3.12996676321616,-1.53017517066936,1.5
-0.925526421846409,3.09250893721778,-1.52664090005116,1.5
-0.923824976330815,3.0540008822216,-1.52635595249621,1.5
-0.922068080804071,3.01449314156077,-1.52626570584806,1.5
-0.92027523577224,2.97425880885443,-1.52826255992249,1.5
-0.918517501753854,2.93295811919078,-1.53152764408638,1.5
-0.916850800447081,2.89053641306364,-1.53365165617493,1.5
-0.915238817368218,2.84715894818151,-1.53287188033306,1.5
-0.913573258931676,2.80326220053626,-1.53056732132349,1.5
-0.911798730908743,2.75917533793116,-1.52739356714474,1.5
-0.909874993067008,2.7148802348853,-1.52357516994517,1.5
-0.907766854337726,2.67026947773475,-1.52052670362755,1.5
-0.905488360862404,2.62498221017895,-1.51611308734231,1.5
-0.902967804058727,2.5789343908234,-1.51278342152416,1.5
-0.900204621459217,2.53135735493524,-1.51132043567495,1.5
-0.897231378367864,2.48142558633854,-1.51181162285362,1.5
-0.894090138079879,2.42823219488399,-1.5148039068418,1.5
-0.890880971536179,2.3709778003687,-1.51783794592494,1.5
-0.887639404268324,2.30982532128224,-1.51937491480824,1.5
-0.884351389493494,2.24593916719235,-1.51761055628142,1.5
-0.880914842463077,2.18138607271154,-1.53107229994409,1.5
-0.878217944804094,2.11353094429762,-1.54990254210774,1.5
-0.876708073399523,2.04127731915474,-1.58131330956097,1.5
-0.877569733004273,1.95935003495417,-1.61421977580299,1.5
-0.881735745264668,1.86347111344129,-1.63716615883422,1.5
-0.888911724472817,1.755508816844,-1.64573498566607,1.5
-0.897226508934637,1.64476205372996,-1.63849354409063,1.5
-0.904044835693936,1.54419798456724,-1.61287076016429,1.5
-0.907477547918555,1.46265947969796,-1.56633201629603,1.5
-0.9072026542683,1.40108405296501,-1.50478500432001,1.5
-0.904112006140653,1.35433210880815,-1.448298853142,1.5
-0.899383557524207,1.3159249999607,-1.3957038188743,1.5
-0.893523433167724,1.28279898956651,-1.39238990015921,1.5
-0.887551991102997,1.24968385679858,-1.38919661042504,1.5
-0.881473542431823,1.21658093056095,-1.38777937675716,1.5
-0.875347444148759,1.18348264783521,-1.38945234007658,1.5
-0.869276789085824,1.15037450333956,-1.39487173926907,1.5
-0.863386534910718,1.11723893214449,-1.4040204445992,1.5
-0.857801096818306,1.08405933255404,-1.41638892202496,1.5
-0.852627984767684,1.05082300733967,-1.43122777113635,1.5
-0.84794984674261,1.01752236352597,-1.44780653938636,1.5
-0.843825094483593,0.984154279308602,-1.46558674796202,1.5
-0.840294254763252,0.950718137384164,-1.48423055809322,1.5
-0.837386638605852,0.917213558135785,-1.50354316685947,1.5
-0.835125200398583,0.883638515783481,-1.52341134652038,1.5
-0.833529488162067,0.849988237891623,-1.54374990407553,1.5
-0.832616908892329,0.816255246716584,-1.5644484031171,1.5
-0.832402189561731,0.782430573111675,-1.5853535198914,1.5
-0.832896076452804,0.748505626147341,-1.60625319362356,1.5
-0.834103222505897,0.714474414475109,-1.62687831340664,1.5
-0.836019804360441,0.680335607859262,-1.64257687672579,1.5
-0.838497788165036,0.645873257672757,-1.65023382162791,1.5
-0.841292458269438,0.610766546175529,-1.64838312749799,1.5
-0.844098140299113,0.5746772894365,-1.63052951450137,1.5
-0.84635048061172,0.53701546461486,-1.6034482954308,1.5
-0.847635703456401,0.49766818729419,-1.57141409173862,1.5
-0.84766079626617,0.457049491087904,-1.53429435695669,1.5
-0.846161544218222,0.41599455266338,-1.49203315652298,1.5
-0.842985736136116,0.375756987736804,-1.43533282735874,1.5
-0.83775153837304,0.337354450684092,-1.3525288633896,1.5
-0.829749571995233,0.301277209621956,-1.24227734179278,1.5
-0.818378423928199,0.267918108058689,-1.10678498191779,1.5
-0.803220987971445,0.237630782623362,-0.952365488309422,1.5
-0.783954445494946,0.210553642710535,-0.791654818708627,1.5
-0.76067550557888,0.186981568321988,-0.632426509607766,1.5
-0.733789576107951,0.16727854330415,-0.485082617603126,1.5
-0.703746931131625,0.151443418807381,-0.356254804423941,1.5
-0.671075203347473,0.139285189447785,-0.246242290553981,1.5
-0.63652939855357,0.130602342227212,-0.161516441378552,1.5
-0.600601049740216,0.124748328784184,-0.10286207818763,1.5
-0.563576340544377,0.120926401296634,-0.064111194380359,1.5
-0.525804134695691,0.118501456782333,-0.0490983951313225,1.5
-0.487211880248995,0.116605114972572,-0.0443056397708361,1.5
-0.448021671606787,0.114867630669179,-0.0444867130788741,1.5
-0.408457693527156,0.113106397308118,-0.0521101270274108,1.5
-0.368475884575791,0.111021052262351,-0.0563421688323322,1.5
-0.328423113544228,0.108762001361482,-0.0589974832090166,1.5
-0.288388572505702,0.106397319977381,-0.0563609588662954,1.5
-0.248572734237471,0.104150882004036,-0.0543838038144732,1.5
-0.20882106973916,0.101986901464972,-0.0518667549470937,1.5
-0.168950707263269,0.0999170987781783,-0.0432625347022119,1.5
-0.129164392166284,0.0981947672743766,-0.0347834582722701,1.5
-0.0893258234956731,0.0968084849557331,-0.0222083128732326,1.5
-0.0496270943606683,0.0959266981852287,-0.0162654063719396,1.5
-0.00965433294009665,0.0952764676334916,-0.0136386917991448,1.5
0.0306775289487469,0.0947263596898371,-0.0146598789457352,1.5
0.0715332526757786,0.0941273768155977,-0.0182667453946122,1.5
0.112861702965482,0.0933723565578604,-0.0213183138300893,1.5
0.154556893284805,0.0924833507257041,-0.0255243995141142,1.5
0.19648869859113,0.091412834085884,-0.0304456429499393,1.5
0.238674044475479,0.0901280771198392,-0.0345693648449779,1.5
0.280868745744698,0.0886688517727909,-0.0415054410577726,1.5
0.323303987374588,0.0869065462607777,-0.0475849904893825,1.5
0.365982142105181,0.0848741724529818,-0.0547214475745382,1.5
