x,y,yaw,v
-0.364276043612707,0.361280889209409,-0.854743046285073,1
-0.350058735275143,0.344941206879169,-0.684639236490391,1
-0.331073825072585,0.329442622706115,-0.59480677905076,1
-0.308726480177744,0.314323753153314,-0.552741720184326,1
-0.284277852485756,0.299241788306163,-0.532556821499706,1
-0.258791220791281,0.284221069927511,-0.523664938671231,1
-0.23287088963061,0.269253673042045,-0.512727128553385,1
-0.206905265891797,0.254636465553181,-0.502604320449732,1
-0.180852232528323,0.24031540266608,-0.491195990615244,1
-0.154701967231763,0.226326962027413,-0.478405435327048,1
-0.128621912577718,0.212802216671714,-0.464333675021274,1
-0.102638934532936,0.199788437451618,-0.453283207899192,1
-0.0765007315399486,0.187056235661582,-0.443707337079784,1
-0.0501410309311898,0.174527009280374,-0.433385954189018,1
-0.0235189520004491,0.162208293274823,-0.418490057314487,1
0.00306748823375425,0.150383636354069,-0.397672881969208,1
0.02969553317914,0.13919845124682,-0.36835784073857,1
0.0565136148594636,0.12884733787002,-0.33064664511527,1
0.0838877140754226,0.119451245672461,-0.286341391540988,1
0.111808133735803,0.111230560961321,-0.235592238559574,1
0.1401214447189,0.104433951213152,-0.183347573378056,1
0.169072389995151,0.0990655753678107,-0.134281523516166,1
0.198628293415459,0.0950727357294374,-0.0933155068043478,1
0.229041342030709,0.0922264603007545,-0.0633808751995138,1
0.260258660788518,0.0902452256431558,-0.0438215099381759,1
0.292373076825399,0.0888370219234059,-0.0358849203518024,1
0.325618869431383,0.0876434869437788,-0.035798861078974,1
0.360119015396052,0.0864078931375206,-0.0407614252486475,1
0.396343293080145,0.0849305216453502,-0.048168729546752,1
0.435375229102416,0.0830489474241335,-0.0564273404260357,1
0.478202329884517,0.0806297598831918,-0.0637231794073568,1
0.525769883748216,0.0775944946249502,-0.0701306499106392,1
0.578138262222743,0.0739158332994952,-0.0763553951813524,1
0.634157444671779,0.0696301344964309,-0.0823859507333724,1
0.69089563422566,0.0649451002036642,-0.0875675604059482,1
0.745603539392455,0.0601421797439604,-0.0907083107916398,1
0.796222238835472,0.0555380083871716,-0.0929516309015048,1
0.844994586873141,0.0509914374127117,-0.0946121725162915,1
0.894538433204915,0.0462899496995953,-0.0973319226946209,1
0.94910405521144,0.0409621378137695,-0.102663143630213,1
1.0122435806257,0.0344571660439783,-0.108520243827792,1
1.08422793420965,0.0266145958595109,-0.113294247231705,1
1.16016991285639,0.0179738050087167,-0.115621818484398,1
1.23304284366523,0.00951035630575348,-0.114528419265257,1
1.29773901244606,0.00206823905455622,-0.109376067887516,1
1.35346543809363,-0.00405132076292714,-0.101307526079207,1
1.40247012882574,-0.00903291882305324,-0.0927942915522471,1
1.44817834117298,-0.0132865961811274,-0.0975307299004164,1
1.49424804366952,-0.0177941091501543,-0.111625551189225,1
1.5443980995859,-0.0234155042234864,-0.137293059857447,1
1.60134622350704,-0.0312835848023747,-0.165824597955856,1
1.66646935207165,-0.0421826854513415,-0.188524364373015,1
1.73823019674808,-0.0558739410074111,-0.200971209605535,1
1.81179512745786,-0.0708606882143852,-0.200212000118429,1
1.88090378723272,-0.0848849608224157,-0.183929702946713,1
1.9410978347946,-0.0960829968541702,-0.153031539901612,1
1.99189312774926,-0.103917532539704,-0.114427128754706,1
2.03562898232153,-0.10894405836161,-0.079714053457251,1
2.07512544862907,-0.112099167489476,-0.052688686001816,1
2.11220700456875,-0.114054755916645,-0.0472875241547252,1
2.14928244247688,-0.115809269539052,-0.0469194099513135,1
2.18633596640249,-0.117549075893565,-0.0505039279667727,1
2.22351041932317,-0.119428129658589,-0.0562023162971263,1
2.26094094736751,-0.12153402980448,-0.0598386507020578,1
2.2986145722008,-0.123791063217693,-0.0614928668009198,1
2.33653679205581,-0.126125953003685,-0.0605016801054038,1
2.37498066074983,-0.128454713783087,-0.0543216088195635,1
2.41383494150991,-0.130567419315771,-0.0438642053450764,1
2.45304662344961,-0.132288512559687,-0.0291619069705436,1
2.49263362746319,-0.133443272448944,-0.00940161798322033,1
2.53259030859217,-0.133818940969361,0.0127304265575748,1
2.57325796975697,-0.133301196326117,0.0348818304267367,1
2.61470233065634,-0.131854954541743,0.0574534204453682,1
2.65660892777144,-0.129444624531943,0.0786291537167116,1
2.69845706593484,-0.126147342844946,0.0978569915505641,1
2.7397307850632,-0.122095479059873,0.113724894743873,1
2.7803760685041,-0.117453067219248,0.125377981001665,1
2.82036304628439,-0.112413144373975,0.131696466596051,1
2.86021146874211,-0.107134696196663,0.133330537180946,1
2.90010769260638,-0.101783564514077,0.132338679181527,1
2.93992957219202,-0.0964826072239453,0.131586897529182,1
2.97954922716308,-0.0912388795074708,0.13273448328149,1
3.01890152889611,-0.0859845782300158,0.138418728620371,1
3.05836524991334,-0.0804869038646234,0.147881863022315,1
3.09787907476958,-0.0746005535186589,0.160729226356279,1
3.13756900108085,-0.0681657144025758,0.174976900925843,1
3.17744622755332,-0.0611160270538017,0.191005556126661,1
3.21795515661729,-0.0532831075849378,0.207874331225956,1
3.2597852475671,-0.0444602541815345,0.224568765624693,1
3.30328354134373,-0.0345243047183226,0.23922269067471,1
3.34819954121377,-0.0235696067729521,0.253187471762777,1
3.39396051203554,-0.011729413561435,0.268455788772534,1
3.44000155538148,0.000936309623480125,0.28723657657943,1
3.48620857824133,0.0145861299514161,0.309224885165685,1
3.53264639063988,0.0294217603455251,0.332487963441635,1
3.57994794226795,0.0457553221410023,0.353827975737877,1
3.62903595969817,0.0638870919276757,0.369630246755958,1
3.68134081982089,0.084151974191135,0.377381089887802,1
3.73759058998264,0.106448212045726,0.378040194942485,1
3.79711233229936,0.130086798343897,0.373082937851701,1
3.85822274048818,0.154006276660217,0.365338663188741,1
3.91882563928174,0.177187504966381,0.356280327685838,1
3.97722275719916,0.198920698851402,0.347134868117826,1
