x,y,yaw,v_ref
-0.297743,-0.0124554,0.0815544,1
-0.282141,-0.0111802,0.0771274,1
-0.266528,-0.00997362,0.0727035,1
-0.250904,-0.00883572,0.0682826,1
-0.235271,-0.00776656,0.0638644,1
-0.219628,-0.00676618,0.0594488,1
-0.203977,-0.00583463,0.0550356,1
-0.188317,-0.00497192,0.0506246,1
-0.17265,-0.00417811,0.0462156,1
-0.156976,-0.00345323,0.0418085,1
-0.141296,-0.00279729,0.0374031,1
-0.125611,-0.00221033,0.0329992,1
-0.10992,-0.00169236,0.0285966,1
-0.0942255,-0.00124342,0.0241952,1
-0.0785269,-0.000863519,0.0197947,1
-0.0628252,-0.000552669,0.0153951,1
-0.0471211,-0.000310883,0.010996,1
-0.0314151,-0.000138173,0.00659744,1
-0.0157079,-3.45435e-05,0.00219912,1
-4.59243e-16,0,-0.00219912,1
0.0157079,-3.45435e-05,-0.00659744,1
0.0314151,-0.000138173,-0.010996,1
0.0471211,-0.000310883,-0.0153951,1
0.0628252,-0.000552669,-0.0197947,1
0.0785269,-0.000863519,-0.0241952,1
0.0942255,-0.00124342,-0.0285966,1
0.10992,-0.00169236,-0.0329992,1
0.125611,-0.00221033,-0.0374031,1
0.141296,-0.00279729,-0.0418085,1
0.156976,-0.00345323,-0.0462156,1
0.17265,-0.00417811,-0.0506246,1
0.188317,-0.00497192,-0.0550356,1
0.203977,-0.00583463,-0.0594488,1
0.219628,-0.00676618,-0.0638644,1
0.235271,-0.00776656,-0.0682826,1
0.250904,-0.00883572,-0.0727035,1
0.266528,-0.00997362,-0.0771274,1
0.282141,-0.0111802,-0.0815544,1
0.297743,-0.0124554,-0.0859847,1
0.313333,-0.0137993,-0.0904185,1
0.328911,-0.0152116,-0.0948559,1
0.344476,-0.0166925,-0.0992971,1
0.360027,-0.0182418,-0.103742,1
0.375564,-0.0198594,-0.108192,1
0.391086,-0.0215454,-0.112646,1
0.406593,-0.0232996,-0.117104,1
0.422084,-0.025122,-0.121567,1
0.437558,-0.0270124,-0.126035,1
0.453014,-0.0289709,-0.130508,1
0.468453,-0.0309973,-0.134987,1
0.483874,-0.0330916,-0.139471,1
0.499275,-0.0352537,-0.14396,1
0.514657,-0.0374834,-0.148456,1
0.530018,-0.0397808,-0.152957,1
0.545358,-0.0421457,-0.157465,1
0.560677,-0.044578,-0.161979,1
0.575974,-0.0470776,-0.166499,1
0.591247,-0.0496445,-0.171027,1
0.606498,-0.0522785,-0.175561,1
0.621725,-0.0549795,-0.180103,1
0.636927,-0.0577474,-0.184651,1
0.652104,-0.0605821,-0.189208,1
0.667255,-0.0634836,-0.193772,1
0.68238,-0.0664516,-0.198344,1
0.697478,-0.0694861,-0.202924,1
0.712548,-0.0725869,-0.207512,1
0.72759,-0.0757539,-0.212109,1
0.742604,-0.078987,-0.216714,1
0.757588,-0.0822862,-0.221329,1
0.772542,-0.0856511,-0.225952,1
0.787466,-0.0890817,-0.230585,1
0.802359,-0.092578,-0.235227,1
0.81722,-0.0961396,-0.239879,1
0.832049,-0.0997666,-0.24454,1
0.846845,-0.103459,-0.249212,1
0.861607,-0.107216,-0.253894,1
0.876336,-0.111038,-0.258586,1
0.89103,-0.114924,-0.263289,1
0.905688,-0.118876,-0.268003,1
0.920311,-0.122891,-0.272727,1
0.934898,-0.126971,-0.277463,1
0.949448,-0.131115,-0.282211,1
0.96396,-0.135323,-0.28697,1
0.978434,-0.139594,-0.291741,1
0.99287,-0.143929,-0.296524,1
1.00727,-0.148328,-0.301319,1
1.02162,-0.15279,-0.306127,1
1.03594,-0.157315,-0.310947,1
1.05021,-0.161902,-0.31578,1
1.06445,-0.166553,-0.320627,1
1.07864,-0.171266,-0.325486,1
1.09279,-0.176041,-0.330359,1
1.1069,-0.180878,-0.335246,1
1.12096,-0.185778,-0.340147,1
1.13498,-0.190739,-0.345062,1
1.14895,-0.195761,-0.349991,1
1.16288,-0.200845,-0.354935,1
1.17676,-0.20599,-0.359893,1
1.1906,-0.211196,-0.364867,1
1.20438,-0.216463,-0.369856,1
1.21813,-0.221791,-0.37486,1
1.23182,-0.227178,-0.379879,1
1.24546,-0.232626,-0.384915,1
1.25906,-0.238134,-0.389967,1
1.2726,-0.243701,-0.395035,1
1.2861,-0.249328,-0.400119,1
1.29954,-0.255014,-0.40522,1
1.31294,-0.26076,-0.410339,1
1.32628,-0.266564,-0.415474,1
1.33957,-0.272426,-0.420627,1
1.3528,-0.278347,-0.425797,1
1.36599,-0.284326,-0.430985,1
1.37911,-0.290363,-0.436192,1
1.39219,-0.296457,-0.441416,1
1.40521,-0.302609,-0.446659,1
1.41817,-0.308818,-0.451921,1
1.43108,-0.315084,-0.457202,1
1.44393,-0.321406,-0.462501,1
1.45673,-0.327785,-0.467821,1
1.46946,-0.33422,-0.47316,1
1.48214,-0.340711,-0.478519,1
1.49476,-0.347258,-0.483898,1
1.50732,-0.35386,-0.489297,1
1.51983,-0.360517,-0.494717,1
1.53227,-0.367229,-0.500157,1
1.54465,-0.373995,-0.505619,1
1.55697,-0.380816,-0.511102,1
1.56923,-0.387691,-0.516606,1
1.58143,-0.39462,-0.522132,1
1.59356,-0.401602,-0.52768,1
1.60563,-0.408637,-0.53325,1
1.61764,-0.415726,-0.538842,1
1.62958,-0.422867,-0.544457,1
1.64146,-0.43006,-0.550095,1
1.65328,-0.437306,-0.555755,1
1.66503,-0.444603,-0.56144,1
1.67671,-0.451952,-0.567147,1
1.68833,-0.459352,-0.572878,1
1.69988,-0.466803,-0.578634,1
1.71137,-0.474305,-0.584413,1
1.72278,-0.481857,-0.590217,1
1.73413,-0.489459,-0.596046,1
1.74541,-0.497111,-0.601899,1
1.75662,-0.504813,-0.607777,1
1.76777,-0.512563,-0.613681,1
1.77884,-0.520363,-0.61961,1
1.78984,-0.528211,-0.625565,1
1.80077,-0.536107,-0.631546,1
1.81163,-0.544051,-0.637553,1
1.82242,-0.552043,-0.643586,1
1.83314,-0.560082,-0.649646,1
1.84378,-0.568168,-0.655733,1
1.85435,-0.5763,-0.661846,1
1.86485,-0.584479,-0.667987,1
1.87528,-0.592704,-0.674156,1
1.88563,-0.600975,-0.680352,1
1.8959,-0.609291,-0.686575,1
1.90611,-0.617652,-0.692827,1
1.91623,-0.626058,-0.699107,1
1.92628,-0.634508,-0.705415,1
1.93626,-0.643002,-0.711752,1
1.94616,-0.65154,-0.718118,1
1.95598,-0.660121,-0.724512,1
1.96572,-0.668746,-0.730936,1
1.97539,-0.677413,-0.737389,1
1.98498,-0.686122,-0.743871,1
1.99449,-0.694873,-0.750383,1
2.00392,-0.703666,-0.756925,1
2.01327,-0.712501,-0.763497,1
2.02254,-0.721376,-0.770099,1
2.03174,-0.730292,-0.776731,1
2.04085,-0.739248,-0.783394,1
2.04988,-0.748244,-0.790087,1
2.05883,-0.757279,-0.796811,1
2.0677,-0.766354,-0.803566,1
2.07649,-0.775468,-0.810352,1
2.0852,-0.78462,-0.817168,1
2.09382,-0.79381,-0.824016,1
2.10236,-0.803038,-0.830896,1
2.11082,-0.812303,-0.837807,1
2.11919,-0.821605,-0.844749,1
2.12749,-0.830944,-0.851723,1
2.13569,-0.84032,-0.858729,1
2.14382,-0.849731,-0.865766,1
2.15186,-0.859178,-0.872836,1
2.15981,-0.868659,-0.879937,1
2.16768,-0.878176,-0.88707,1
2.17546,-0.887727,-0.894236,1
2.18316,-0.897312,-0.901433,1
2.19077,-0.906931,-0.908663,1
2.19829,-0.916583,-0.915924,1
2.20573,-0.926268,-0.923218,1
2.21308,-0.935986,-0.930545,1
2.22034,-0.945735,-0.937903,1
2.22752,-0.955517,-0.945293,1
2.2346,-0.965329,-0.952716,1
2.2416,-0.975173,-0.960171,1
2.24851,-0.985047,-0.967658,1
2.25533,-0.994952,-0.975177,1
2.26207,-1.00489,-0.982728,1
2.26871,-1.01485,-0.990312,1
2.27526,-1.02484,-0.997927,1
2.28173,-1.03486,-1.00557,1
2.2881,-1.04491,-1.01325,1
2.29439,-1.05499,-1.02096,1
2.30058,-1.0651,-1.0287,1
2.30668,-1.07523,-1.03648,1
2.31269,-1.08539,-1.04428,1
2.31861,-1.09557,-1.05212,1
2.32444,-1.10578,-1.05998,1
2.33018,-1.11602,-1.06788,1
2.33582,-1.12628,-1.07581,1
2.34137,-1.13656,-1.08377,1
2.34683,-1.14687,-1.09176,1
2.3522,-1.15721,-1.09977,1
2.35748,-1.16757,-1.10782,1
2.36266,-1.17795,-1.1159,1
2.36775,-1.18835,-1.12401,1
2.37274,-1.19877,-1.13214,1
2.37764,-1.20922,-1.14031,1
2.38245,-1.21969,-1.1485,1
2.38716,-1.23018,-1.15672,1
2.39178,-1.24069,-1.16497,1
2.3963,-1.25122,-1.17325,1
2.40073,-1.26177,-1.18155,1
2.40507,-1.27233,-1.18988,1
2.40931,-1.28292,-1.19823,1
2.41345,-1.29353,-1.20662,1
2.4175,-1.30415,-1.21503,1
2.42146,-1.31479,-1.22346,1
2.42532,-1.32545,-1.23192,1
2.42908,-1.33613,-1.2404,1
2.43275,-1.34682,-1.2489,1
2.43632,-1.35753,-1.25743,1
2.43979,-1.36825,-1.26599,1
2.44317,-1.37899,-1.27456,1
2.44645,-1.38974,-1.28316,1
2.44964,-1.40051,-1.29178,1
2.45273,-1.41129,-1.30042,1
2.45572,-1.42208,-1.30907,1
2.45861,-1.43289,-1.31775,1
2.46141,-1.44371,-1.32645,1
2.46411,-1.45454,-1.33517,1
2.46671,-1.46538,-1.34391,1
2.46922,-1.47624,-1.35266,1
2.47163,-1.48711,-1.36143,1
2.47394,-1.49798,-1.37021,1
2.47615,-1.50887,-1.37902,1
2.47827,-1.51976,-1.38783,1
2.48029,-1.53067,-1.39667,1
2.48221,-1.54158,-1.40551,1
2.48403,-1.5525,-1.41437,1
2.48575,-1.56343,-1.42324,1
2.48738,-1.57437,-1.43212,1
2.4889,-1.58531,-1.44102,1
2.49033,-1.59626,-1.44992,1
2.49166,-1.60722,-1.45884,1
2.4929,-1.61818,-1.46776,1
2.49403,-1.62914,-1.47669,1
2.49507,-1.64012,-1.48563,1
2.496,-1.65109,-1.49458,1
2.49684,-1.66207,-1.50353,1
2.49758,-1.67306,-1.51249,1
2.49822,-1.68404,-1.52145,1
2.49877,-1.69503,-1.53042,1
2.49921,-1.70602,-1.53939,1
2.49956,-1.71702,-1.54836,1
2.4998,-1.72801,-1.55733,1
2.49995,-1.739,-1.55733,1
